name,|V|,SelfOpp,Opp,IsUndAT,UndGrph,s,GvAb,|T_v:G_v|,|A_v:G_v|,Solv,Rad,AtNo,AtTy,|AltCyc|,AltExp,AltPer,AltSeq,IsGWD
ATD[422;1],422,yes,ATD[422;1],yes,GWG(211;1),210,Ab,2,2,solv,2,2,tight,211,1,211,[2],yes
ATD[423;1],423,yes,ATD[423;1],yes,GHAT[423;1],1,Ab,2,2,solv,9,9,tight,47,1,47,[9],no
ATD[423;2],423,yes,ATD[423;2],yes,GHAT[423;1],1,Ab,2,2,solv,47,47,tight,9,1,9,[47],no
ATD[423;3],423,yes,ATD[423;3],yes,GHAT[423;2],1,Ab,2,2,solv,3,3,tight,141,1,141,[3],no
ATD[423;4],423,yes,ATD[423;4],yes,GHAT[423;2],1,Ab,2,2,solv,141,141,tight,3,1,3,[141],no
ATD[424;1],424,yes,ATD[424;1],yes,GHAT[424;1],1,Ab,2,2,solv,4,4,tight,106,1,106,[4],no
ATD[424;2],424,yes,ATD[424;2],yes,GHAT[424;1],1,Ab,2,2,solv,212,424,---,2,1,2,[212],no
ATD[424;3],424,yes,ATD[424;3],yes,GHAT[424;1],1,Ab,2,2,solv,53,53,tight,8,1,8,[53],no
ATD[424;4],424,yes,ATD[424;4],yes,GHAT[424;2],1,Ab,2,2,solv,53,53,tight,8,1,8,[53],no
ATD[424;5],424,yes,ATD[424;5],yes,GHAT[424;3],1,Ab,2,2,solv,106,106,tight,4,1,4,[106],no
ATD[424;6],424,yes,ATD[424;6],yes,GHAT[424;4],1,Ab,2,2,solv,212,424,---,2,1,2,[212],no
ATD[424;7],424,yes,ATD[424;7],yes,GHAT[424;4],1,Ab,2,2,solv,106,106,tight,4,1,4,[106],no
ATD[424;8],424,yes,ATD[424;8],yes,GHAT[424;4],1,Ab,2,2,solv,4,4,tight,106,1,106,[4],no
ATD[424;9],424,yes,ATD[424;9],yes,GHAT[424;5],1,Ab,2,2,solv,106,106,tight,4,1,4,[106],no
ATD[424;10],424,yes,ATD[424;10],yes,GWG(212;1),1,Ab,2,2^211,solv,106,106,tight,4,1,4,[106],no
ATD[424;11],424,yes,ATD[424;11],yes,GWG(212;1),1,Ab,2,2^211,solv,212,424,---,2,1,2,[212],no
ATD[424;12],424,yes,ATD[424;12],yes,GWG(53;3),50,Ab,2,2,solv,2,1,loose,212,3,53,[2;4;8],yes
ATD[424;13],424,yes,ATD[424;13],yes,GWG(106;2),104,Ab,2,2,solv,2,1,loose,212,2,106,[2;4],yes
ATD[424;14],424,yes,ATD[424;14],yes,GWG(212;1),211,Ab,2,2,solv,2,2,tight,212,1,212,[2],yes
ATD[425;1],425,yes,ATD[425;1],yes,GHAT[425;1],1,Ab,2,2,solv,25,25,tight,17,1,17,[25],no
ATD[425;2],425,yes,ATD[425;2],yes,GHAT[425;1],1,Ab,2,2,solv,17,17,tight,25,1,25,[17],no
ATD[425;3],425,yes,ATD[425;3],yes,GHAT[425;2],1,Ab,2,2,solv,5,5,tight,85,1,85,[5],no
ATD[425;4],425,yes,ATD[425;4],yes,GHAT[425;2],1,Ab,2,2,solv,85,85,tight,5,1,5,[85],no
ATD[426;1],426,yes,ATD[426;1],yes,GHAT[426;1],1,Ab,2,2,solv,3,3,tight,142,1,142,[3],no
ATD[426;2],426,yes,ATD[426;2],yes,GHAT[426;1],1,Ab,2,2,solv,213,426,---,2,1,2,[213],no
ATD[426;3],426,yes,ATD[426;3],yes,GHAT[426;1],1,Ab,2,2,solv,71,71,tight,6,1,6,[71],no
ATD[426;4],426,yes,ATD[426;4],yes,GWG(213;1),212,Ab,2,2,solv,2,2,tight,213,1,213,[2],yes
ATD[427;1],427,yes,ATD[427;1],yes,GHAT[427;1],1,Ab,2,2,solv,7,7,tight,61,1,61,[7],no
ATD[427;2],427,yes,ATD[427;2],yes,GHAT[427;1],1,Ab,2,2,solv,61,61,tight,7,1,7,[61],no
ATD[428;1],428,yes,ATD[428;1],yes,GWG(214;1),1,Ab,2,2^213,solv,107,107,tight,4,1,4,[107],no
ATD[428;2],428,yes,ATD[428;2],yes,GWG(214;1),1,Ab,2,2^213,solv,214,428,---,2,1,2,[214],no
ATD[428;3],428,yes,ATD[428;3],yes,GWG(107;2),105,Ab,2,2,solv,2,1,loose,214,2,107,[2;4],yes
ATD[428;4],428,yes,ATD[428;4],yes,GWG(214;1),213,Ab,2,2,solv,2,2,tight,214,1,214,[2],yes
ATD[429;1],429,no,ATD[429;2],no,HAT[429;1],1,Ab,0,1,solv,13,13,tight,33,1,33,[13],no
ATD[429;2],429,no,ATD[429;1],no,HAT[429;1],1,Ab,0,1,solv,13,13,tight,33,1,33,[13],no
ATD[429;3],429,no,ATD[429;4],no,HAT[429;2],1,Ab,0,1,solv,143,143,tight,3,1,3,[143],no
ATD[429;4],429,no,ATD[429;3],no,HAT[429;2],1,Ab,0,1,solv,143,143,tight,3,1,3,[143],no
ATD[429;5],429,yes,ATD[429;5],yes,GHAT[429;1],1,Ab,2,2,solv,13,13,tight,33,1,33,[13],no
ATD[429;6],429,yes,ATD[429;6],yes,GHAT[429;1],1,Ab,2,2,solv,33,33,tight,13,1,13,[33],no
ATD[429;7],429,yes,ATD[429;7],yes,GHAT[429;2],1,Ab,2,2,solv,11,11,tight,39,1,39,[11],no
ATD[429;8],429,yes,ATD[429;8],yes,GHAT[429;2],1,Ab,2,2,solv,39,39,tight,11,1,11,[39],no
ATD[429;9],429,yes,ATD[429;9],yes,GHAT[429;3],1,Ab,2,2,solv,143,143,tight,3,1,3,[143],no
ATD[429;10],429,yes,ATD[429;10],yes,GHAT[429;3],1,Ab,2,2,solv,3,3,tight,143,1,143,[3],no
ATD[430;1],430,yes,ATD[430;1],yes,GHAT[430;1],1,Ab,2,2,solv,215,430,---,2,1,2,[215],no
ATD[430;2],430,yes,ATD[430;2],yes,GHAT[430;1],1,Ab,2,2,solv,5,5,tight,86,1,86,[5],no
ATD[430;3],430,yes,ATD[430;3],yes,GHAT[430;1],1,Ab,2,2,solv,43,43,tight,10,1,10,[43],no
ATD[430;4],430,yes,ATD[430;4],yes,GHAT[430;2],1,Ab,2,2,solv,5,5,tight,86,1,86,[5],no
ATD[430;5],430,yes,ATD[430;5],yes,GWG(215;1),214,Ab,2,2,solv,2,2,tight,215,1,215,[2],yes
ATD[432;1],432,no,ATD[432;2],no,HAT[432;1],1,Ab,0,1,solv,9,3,---,48,3,3,[9;36;144],no
ATD[432;2],432,no,ATD[432;1],no,HAT[432;1],1,Ab,0,1,solv,9,3,---,48,3,3,[9;36;144],no
ATD[432;3],432,no,ATD[432;4],no,HAT[432;2],1,Ab,0,1,solv,3,1,loose,144,3,16,[3;9;27],no
ATD[432;4],432,no,ATD[432;3],no,HAT[432;2],1,Ab,0,1,solv,3,1,loose,144,3,16,[3;9;27],no
ATD[432;5],432,no,ATD[432;6],no,HAT[432;3],1,Ab,0,1,solv,6,2,antipodal,72,3,8,[6;18;54],no
ATD[432;6],432,no,ATD[432;5],no,HAT[432;3],1,Ab,0,1,solv,6,2,antipodal,72,3,8,[6;18;54],no
ATD[432;7],432,no,ATD[432;8],no,HAT[432;4],1,Ab,0,1,solv,6,2,antipodal,72,3,8,[6;18;54],no
ATD[432;8],432,no,ATD[432;7],no,HAT[432;4],1,Ab,0,1,solv,6,2,antipodal,72,3,8,[6;18;54],no
ATD[432;9],432,no,ATD[432;10],no,HAT[432;5],1,Ab,0,1,solv,4,1,loose,108,2,12,[4;36],no
ATD[432;10],432,no,ATD[432;9],no,HAT[432;5],1,Ab,0,1,solv,4,1,loose,108,2,12,[4;36],no
ATD[432;11],432,no,ATD[432;12],no,HAT[432;6],1,Ab,0,1,solv,12,3,---,36,2,4,[12;108],no
ATD[432;12],432,no,ATD[432;11],no,HAT[432;6],1,Ab,0,1,solv,12,3,---,36,2,4,[12;108],no
ATD[432;13],432,no,ATD[432;14],no,HAT[432;7],1,Ab,0,1,solv,12,3,---,36,2,4,[12;108],no
ATD[432;14],432,no,ATD[432;13],no,HAT[432;7],1,Ab,0,1,solv,12,3,---,36,2,4,[12;108],no
ATD[432;15],432,no,ATD[432;16],no,HAT[432;8],1,Ab,0,1,solv,6,1,loose,72,2,2,[6;216],no
ATD[432;16],432,no,ATD[432;15],no,HAT[432;8],1,Ab,0,1,solv,6,1,loose,72,2,2,[6;216],no
ATD[432;17],432,no,ATD[432;18],no,HAT[432;9],1,Ab,0,1,solv,6,1,loose,72,2,2,[6;216],no
ATD[432;18],432,no,ATD[432;17],no,HAT[432;9],1,Ab,0,1,solv,6,1,loose,72,2,2,[6;216],no
ATD[432;19],432,no,ATD[432;20],no,HAT[432;10],1,Ab,0,1,solv,18,3,---,24,2,3,[18;144],no
ATD[432;20],432,no,ATD[432;19],no,HAT[432;10],1,Ab,0,1,solv,18,3,---,24,2,3,[18;144],no
ATD[432;21],432,no,ATD[432;22],no,HAT[432;11],1,Ab,0,1,solv,9,3,---,48,2,3,[9;144],no
ATD[432;22],432,no,ATD[432;21],no,HAT[432;11],1,Ab,0,1,solv,9,3,---,48,2,3,[9;144],no
ATD[432;23],432,no,ATD[432;24],no,HAT[432;12],1,Ab,0,1,solv,36,9,---,12,2,3,[36;144],no
ATD[432;24],432,no,ATD[432;23],no,HAT[432;12],1,Ab,0,1,solv,36,9,---,12,2,3,[36;144],no
ATD[432;25],432,no,ATD[432;26],no,HAT[432;13],1,Ab,0,1,solv,18,9,---,24,2,12,[18;36],no
ATD[432;26],432,no,ATD[432;25],no,HAT[432;13],1,Ab,0,1,solv,18,9,---,24,2,12,[18;36],no
ATD[432;27],432,no,ATD[432;28],no,HAT[432;14],1,Ab,0,1,solv,9,3,---,48,2,12,[9;36],no
ATD[432;28],432,no,ATD[432;27],no,HAT[432;14],1,Ab,0,1,solv,9,3,---,48,2,12,[9;36],no
ATD[432;29],432,no,ATD[432;30],no,HAT[432;15],1,Ab,0,1,solv,18,9,---,24,3,6,[18;36;72],no
ATD[432;30],432,no,ATD[432;29],no,HAT[432;15],1,Ab,0,1,solv,18,9,---,24,3,6,[18;36;72],no
ATD[432;31],432,no,ATD[432;32],no,HAT[432;16],1,Ab,0,1,solv,18,6,---,24,2,6,[18;72],no
ATD[432;32],432,no,ATD[432;31],no,HAT[432;16],1,Ab,0,1,solv,18,6,---,24,2,6,[18;72],no
ATD[432;33],432,no,ATD[432;34],no,HAT[432;17],1,Ab,0,1,solv,18,9,---,24,3,6,[18;36;72],no
ATD[432;34],432,no,ATD[432;33],no,HAT[432;17],1,Ab,0,1,solv,18,9,---,24,3,6,[18;36;72],no
ATD[432;35],432,no,ATD[432;36],no,HAT[432;18],1,Ab,0,1,solv,18,6,---,24,2,6,[18;72],no
ATD[432;36],432,no,ATD[432;35],no,HAT[432;18],1,Ab,0,1,solv,18,6,---,24,2,6,[18;72],no
ATD[432;37],432,no,ATD[432;38],no,HAT[432;19],1,Ab,0,1,solv,4,1,loose,108,2,4,[4;108],no
ATD[432;38],432,no,ATD[432;37],no,HAT[432;19],1,Ab,0,1,solv,4,1,loose,108,2,4,[4;108],no
ATD[432;39],432,no,ATD[432;40],no,HAT[432;20],1,Ab,0,1,solv,12,3,---,36,2,4,[12;108],no
ATD[432;40],432,no,ATD[432;39],no,HAT[432;20],1,Ab,0,1,solv,12,3,---,36,2,4,[12;108],no
ATD[432;41],432,no,ATD[432;42],no,HAT[432;21],1,Ab,0,1,solv,12,3,---,36,2,4,[12;108],no
ATD[432;42],432,no,ATD[432;41],no,HAT[432;21],1,Ab,0,1,solv,12,3,---,36,2,4,[12;108],no
ATD[432;43],432,no,ATD[432;44],no,HAT[432;22],1,Ab,0,1,solv,9,9,tight,48,1,48,[9],no
ATD[432;44],432,no,ATD[432;43],no,HAT[432;22],1,Ab,0,1,solv,9,9,tight,48,1,48,[9],no
ATD[432;45],432,no,ATD[432;46],no,HAT[432;23],1,Ab,0,1,solv,18,18,tight,24,1,24,[18],no
ATD[432;46],432,no,ATD[432;45],no,HAT[432;23],1,Ab,0,1,solv,18,18,tight,24,1,24,[18],no
ATD[432;47],432,no,ATD[432;48],no,HAT[432;24],1,Ab,0,1,solv,18,18,tight,24,1,24,[18],no
ATD[432;48],432,no,ATD[432;47],no,HAT[432;24],1,Ab,0,1,solv,18,18,tight,24,1,24,[18],no
ATD[432;49],432,no,ATD[432;50],no,HAT[432;25],1,Ab,0,1,solv,36,36,tight,12,1,12,[36],no
ATD[432;50],432,no,ATD[432;49],no,HAT[432;25],1,Ab,0,1,solv,36,36,tight,12,1,12,[36],no
ATD[432;51],432,no,ATD[432;52],no,HAT[432;26],1,Ab,0,1,solv,36,36,tight,12,1,12,[36],no
ATD[432;52],432,no,ATD[432;51],no,HAT[432;26],1,Ab,0,1,solv,36,36,tight,12,1,12,[36],no
ATD[432;53],432,no,ATD[432;54],no,HAT[432;27],1,Ab,0,1,solv,36,36,tight,12,1,12,[36],no
ATD[432;54],432,no,ATD[432;53],no,HAT[432;27],1,Ab,0,1,solv,36,36,tight,12,1,12,[36],no
ATD[432;55],432,no,ATD[432;56],no,HAT[432;28],1,Ab,0,1,solv,36,36,tight,12,1,12,[36],no
ATD[432;56],432,no,ATD[432;55],no,HAT[432;28],1,Ab,0,1,solv,36,36,tight,12,1,12,[36],no
ATD[432;57],432,no,ATD[432;58],no,HAT[432;29],1,Ab,0,1,solv,18,9,---,24,2,12,[18;36],no
ATD[432;58],432,no,ATD[432;57],no,HAT[432;29],1,Ab,0,1,solv,18,9,---,24,2,12,[18;36],no
ATD[432;59],432,no,ATD[432;60],no,HAT[432;30],1,Ab,0,1,solv,18,9,---,24,2,12,[18;36],no
ATD[432;60],432,no,ATD[432;59],no,HAT[432;30],1,Ab,0,1,solv,18,9,---,24,2,12,[18;36],no
ATD[432;61],432,no,ATD[432;62],no,HAT[432;31],1,Ab,0,1,solv,72,72,tight,6,1,6,[72],no
ATD[432;62],432,no,ATD[432;61],no,HAT[432;31],1,Ab,0,1,solv,72,72,tight,6,1,6,[72],no
ATD[432;63],432,no,ATD[432;64],no,HAT[432;32],1,Ab,0,1,solv,72,72,tight,6,1,6,[72],no
ATD[432;64],432,no,ATD[432;63],no,HAT[432;32],1,Ab,0,1,solv,72,72,tight,6,1,6,[72],no
ATD[432;65],432,no,ATD[432;66],no,HAT[432;33],1,Ab,0,1,solv,72,72,tight,6,1,6,[72],no
ATD[432;66],432,no,ATD[432;65],no,HAT[432;33],1,Ab,0,1,solv,72,72,tight,6,1,6,[72],no
ATD[432;67],432,no,ATD[432;68],no,HAT[432;34],1,Ab,0,1,solv,72,72,tight,6,1,6,[72],no
ATD[432;68],432,no,ATD[432;67],no,HAT[432;34],1,Ab,0,1,solv,72,72,tight,6,1,6,[72],no
ATD[432;69],432,no,ATD[432;70],no,HAT[432;35],1,Ab,0,1,solv,36,18,---,12,2,6,[36;72],no
ATD[432;70],432,no,ATD[432;69],no,HAT[432;35],1,Ab,0,1,solv,36,18,---,12,2,6,[36;72],no
ATD[432;71],432,no,ATD[432;72],no,HAT[432;36],1,Ab,0,1,solv,36,18,---,12,2,6,[36;72],no
ATD[432;72],432,no,ATD[432;71],no,HAT[432;36],1,Ab,0,1,solv,36,18,---,12,2,6,[36;72],no
ATD[432;73],432,no,ATD[432;74],no,HAT[432;37],1,Ab,0,1,solv,36,18,---,12,2,6,[36;72],no
ATD[432;74],432,no,ATD[432;73],no,HAT[432;37],1,Ab,0,1,solv,36,18,---,12,2,6,[36;72],no
ATD[432;75],432,no,ATD[432;76],no,HAT[432;38],1,Ab,0,1,solv,36,18,---,12,2,6,[36;72],no
ATD[432;76],432,no,ATD[432;75],no,HAT[432;38],1,Ab,0,1,solv,36,18,---,12,2,6,[36;72],no
ATD[432;77],432,no,ATD[432;78],no,HAT[432;39],1,Ab,0,1,solv,18,6,---,24,2,6,[18;72],no
ATD[432;78],432,no,ATD[432;77],no,HAT[432;39],1,Ab,0,1,solv,18,6,---,24,2,6,[18;72],no
ATD[432;79],432,no,ATD[432;80],no,HAT[432;40],1,Ab,0,1,solv,18,6,---,24,2,6,[18;72],no
ATD[432;80],432,no,ATD[432;79],no,HAT[432;40],1,Ab,0,1,solv,18,6,---,24,2,6,[18;72],no
ATD[432;81],432,no,ATD[432;82],no,HAT[432;41],1,Ab,0,1,solv,9,3,---,48,2,6,[9;72],no
ATD[432;82],432,no,ATD[432;81],no,HAT[432;41],1,Ab,0,1,solv,9,3,---,48,2,6,[9;72],no
ATD[432;83],432,no,ATD[432;84],no,HAT[432;42],1,Ab,0,1,solv,9,3,---,48,2,6,[9;72],no
ATD[432;84],432,no,ATD[432;83],no,HAT[432;42],1,Ab,0,1,solv,9,3,---,48,2,6,[9;72],no
ATD[432;85],432,yes,ATD[432;85],yes,GHAT[432;1],1,Ab,2,2,solv,3,1,loose,144,3,9,[3;12;48],no
ATD[432;86],432,yes,ATD[432;86],yes,GHAT[432;1],1,Ab,2,2,solv,9,3,---,48,3,3,[9;36;144],no
ATD[432;87],432,yes,ATD[432;87],yes,GHAT[432;2],1,Ab,2,4,solv,3,1,loose,144,3,3,[3;36;144],no
ATD[432;88],432,yes,ATD[432;88],yes,GHAT[432;3],1,Ab,2,4,solv,6,2,antipodal,72,2,6,[6;72],no
ATD[432;89],432,yes,ATD[432;89],yes,GHAT[432;3],1,Ab,2,4,solv,6,1,loose,72,3,2,[6;72;216],no
ATD[432;90],432,yes,ATD[432;90],yes,GHAT[432;3],2,Ab,2,2,solv,6,1,loose,72,2,12,[6;36],no
ATD[432;91],432,yes,ATD[432;91],yes,GHAT[432;4],1,Ab,2,2,solv,2,1,loose,216,3,6,[2;12;72],no
ATD[432;92],432,yes,ATD[432;92],yes,GHAT[432;4],1,Ab,2,2,solv,3,1,loose,144,3,4,[3;36;108],no
ATD[432;93],432,yes,ATD[432;93],yes,GHAT[432;4],1,Ab,2,2,solv,6,1,loose,72,3,2,[6;72;216],no
ATD[432;94],432,yes,ATD[432;94],yes,GHAT[432;5],1,Ab,2,2,solv,6,1,loose,72,2,12,[6;36],no
ATD[432;95],432,yes,ATD[432;95],yes,GHAT[432;6],1,Ab,2,2,solv,3,1,loose,144,2,48,[3;9],no
ATD[432;96],432,yes,ATD[432;96],yes,GHAT[432;7],1,Ab,2,4,solv,24,8,---,18,2,6,[24;72],no
ATD[432;97],432,yes,ATD[432;97],yes,GHAT[432;7],1,Ab,2,4,solv,24,12,---,18,3,2,[24;72;216],no
ATD[432;98],432,yes,ATD[432;98],yes,GHAT[432;7],2,Ab,2,2,solv,3,1,loose,144,2,48,[3;9],no
ATD[432;99],432,yes,ATD[432;99],yes,GHAT[432;8],1,Ab,2,2,solv,24,12,---,18,3,2,[24;72;216],no
ATD[432;100],432,yes,ATD[432;100],yes,GHAT[432;8],1,Ab,2,2,solv,8,4,---,54,3,6,[8;24;72],no
ATD[432;101],432,yes,ATD[432;101],yes,GHAT[432;8],1,Ab,2,2,solv,3,1,loose,144,3,16,[3;9;27],no
ATD[432;102],432,yes,ATD[432;102],yes,GHAT[432;9],1,Ab,2,2,solv,6,2,antipodal,72,2,24,[6;18],no
ATD[432;103],432,yes,ATD[432;103],yes,GHAT[432;10],1,Ab,2,4,solv,12,6,---,36,3,4,[12;36;108],no
ATD[432;104],432,yes,ATD[432;104],yes,GHAT[432;10],1,Ab,2,4,solv,12,4,---,36,2,12,[12;36],no
ATD[432;105],432,yes,ATD[432;105],yes,GHAT[432;10],2,Ab,2,2,solv,6,2,antipodal,72,2,24,[6;18],no
ATD[432;106],432,yes,ATD[432;106],yes,GHAT[432;11],1,Ab,2,2,solv,2,1,loose,216,3,24,[2;6;18],no
ATD[432;107],432,yes,ATD[432;107],yes,GHAT[432;11],1,Ab,2,2,solv,12,4,---,36,3,4,[12;36;108],no
ATD[432;108],432,yes,ATD[432;108],yes,GHAT[432;11],1,Ab,2,2,solv,12,6,---,36,3,4,[12;36;108],no
ATD[432;109],432,yes,ATD[432;109],yes,GHAT[432;12],1,Ab,2,2,solv,4,2,antipodal,108,3,12,[4;12;36],no
ATD[432;110],432,yes,ATD[432;110],yes,GHAT[432;12],1,Ab,2,2,solv,12,6,---,36,3,4,[12;36;108],no
ATD[432;111],432,yes,ATD[432;111],yes,GHAT[432;12],1,Ab,2,2,solv,6,2,antipodal,72,3,8,[6;18;54],no
ATD[432;112],432,yes,ATD[432;112],yes,GHAT[432;13],1,Ab,2,2,solv,12,4,---,36,2,12,[12;36],no
ATD[432;113],432,yes,ATD[432;113],yes,GHAT[432;13],1,Ab,2,2,solv,6,3,---,72,3,8,[6;18;54],no
ATD[432;114],432,yes,ATD[432;114],yes,GHAT[432;13],1,Ab,2,2,solv,12,6,---,36,3,4,[12;36;108],no
ATD[432;115],432,yes,ATD[432;115],yes,GHAT[432;14],1,Ab,2,2,solv,6,3,---,72,3,8,[6;18;54],no
ATD[432;116],432,yes,ATD[432;116],yes,GHAT[432;14],1,Ab,2,2,solv,4,2,antipodal,108,3,12,[4;12;36],no
ATD[432;117],432,yes,ATD[432;117],yes,GHAT[432;14],1,Ab,2,2,solv,12,4,---,36,3,4,[12;36;108],no
ATD[432;118],432,yes,ATD[432;118],yes,GHAT[432;15],1,Ab,2,2,solv,6,2,antipodal,72,2,24,[6;18],no
ATD[432;119],432,yes,ATD[432;119],yes,GHAT[432;16],1,Ab,2,4,solv,24,12,---,18,3,2,[24;72;216],no
ATD[432;120],432,yes,ATD[432;120],yes,GHAT[432;16],1,Ab,2,4,solv,24,8,---,18,2,6,[24;72],no
ATD[432;121],432,yes,ATD[432;121],yes,GHAT[432;16],2,Ab,2,2,solv,6,2,antipodal,72,2,24,[6;18],no
ATD[432;122],432,yes,ATD[432;122],yes,GHAT[432;17],1,Ab,2,2,solv,8,4,---,54,3,6,[8;24;72],no
ATD[432;123],432,yes,ATD[432;123],yes,GHAT[432;17],1,Ab,2,2,solv,6,2,antipodal,72,3,8,[6;18;54],no
ATD[432;124],432,yes,ATD[432;124],yes,GHAT[432;17],1,Ab,2,2,solv,24,12,---,18,3,2,[24;72;216],no
ATD[432;125],432,yes,ATD[432;125],yes,GHAT[432;18],1,Ab,2,6,solv,6,3,---,72,3,4,[6;36;108],no
ATD[432;126],432,yes,ATD[432;126],yes,GHAT[432;18],1,Ab,2,6,solv,12,4,---,36,2,12,[12;36],no
ATD[432;127],432,yes,ATD[432;127],yes,GHAT[432;18],1,Ab,2,6,solv,12,6,---,36,3,4,[12;36;108],no
ATD[432;128],432,yes,ATD[432;128],yes,GHAT[432;19],1,Ab,2,2,solv,12,4,---,36,3,4,[12;36;108],no
ATD[432;129],432,yes,ATD[432;129],yes,GHAT[432;19],1,Ab,2,2,solv,6,3,---,72,3,4,[6;36;108],no
ATD[432;130],432,yes,ATD[432;130],yes,GHAT[432;19],1,Ab,2,2,solv,4,2,antipodal,108,3,12,[4;12;36],no
ATD[432;131],432,yes,ATD[432;131],yes,GHAT[432;20],1,Ab,2,2,solv,4,2,antipodal,108,3,12,[4;12;36],no
ATD[432;132],432,yes,ATD[432;132],yes,GHAT[432;20],1,Ab,2,2,solv,12,6,---,36,3,4,[12;36;108],no
ATD[432;133],432,yes,ATD[432;133],yes,GHAT[432;20],1,Ab,2,2,solv,6,1,loose,72,3,4,[6;36;108],no
ATD[432;134],432,yes,ATD[432;134],yes,GHAT[432;21],1,Ab,2,2,solv,2,1,loose,216,3,12,[2;12;36],no
ATD[432;135],432,yes,ATD[432;135],yes,GHAT[432;21],1,Ab,2,2,solv,12,6,---,36,3,4,[12;36;108],no
ATD[432;136],432,yes,ATD[432;136],yes,GHAT[432;21],1,Ab,2,2,solv,12,4,---,36,3,4,[12;36;108],no
ATD[432;137],432,yes,ATD[432;137],yes,GHAT[432;22],1,Ab,2,12,solv,12,6,---,36,3,4,[12;36;108],no
ATD[432;138],432,yes,ATD[432;138],yes,GHAT[432;22],2,Ab,2,6,solv,6,1,loose,72,2,12,[6;36],no
ATD[432;139],432,yes,ATD[432;139],yes,GHAT[432;23],1,Ab,2,4,solv,12,4,---,36,2,12,[12;36],no
ATD[432;140],432,yes,ATD[432;140],yes,GHAT[432;23],1,Ab,2,4,solv,6,3,---,72,3,4,[6;36;108],no
ATD[432;141],432,yes,ATD[432;141],yes,GHAT[432;23],2,Ab,2,2,solv,6,1,loose,72,2,12,[6;36],no
ATD[432;142],432,yes,ATD[432;142],yes,GHAT[432;24],1,Ab,2,2,solv,2,1,loose,216,3,12,[2;12;36],no
ATD[432;143],432,yes,ATD[432;143],yes,GHAT[432;24],1,Ab,2,2,solv,6,1,loose,72,3,4,[6;36;108],no
ATD[432;144],432,yes,ATD[432;144],yes,GHAT[432;24],1,Ab,2,2,solv,6,3,---,72,3,4,[6;36;108],no
ATD[432;145],432,yes,ATD[432;145],yes,GHAT[432;25],1,Ab,2,4,solv,3,1,loose,144,2,6,[3;72],no
ATD[432;146],432,yes,ATD[432;146],yes,GHAT[432;25],2,Ab,2,2,solv,12,2,antipodal,36,2,6,[12;72],no
ATD[432;147],432,yes,ATD[432;147],yes,GHAT[432;26],1,Ab,2,4,solv,6,2,antipodal,72,2,6,[6;72],no
ATD[432;148],432,yes,ATD[432;148],yes,GHAT[432;26],2,Ab,2,2,solv,12,2,antipodal,36,2,6,[12;72],no
ATD[432;149],432,yes,ATD[432;149],yes,GHAT[432;27],1,Ab,2,2,solv,4,1,loose,108,2,27,[4;16],no
ATD[432;150],432,yes,ATD[432;150],yes,GHAT[432;27],1,Ab,2,2,solv,27,9,---,16,2,1,[27;432],no
ATD[432;151],432,yes,ATD[432;151],yes,GHAT[432;28],1,Ab,2,2,solv,18,3,---,24,2,3,[18;144],no
ATD[432;152],432,yes,ATD[432;152],yes,GHAT[432;28],1,Ab,2,2,solv,6,1,loose,72,2,9,[6;48],no
ATD[432;153],432,yes,ATD[432;153],yes,GHAT[432;29],1,Ab,2,2,solv,12,3,---,36,2,9,[12;48],no
ATD[432;154],432,yes,ATD[432;154],yes,GHAT[432;29],1,Ab,2,2,solv,9,3,---,48,2,3,[9;144],no
ATD[432;155],432,yes,ATD[432;155],yes,GHAT[432;30],1,Ab,2,2,solv,3,1,loose,144,2,9,[3;48],no
ATD[432;156],432,yes,ATD[432;156],yes,GHAT[432;30],1,Ab,2,2,solv,36,9,---,12,2,3,[36;144],no
ATD[432;157],432,yes,ATD[432;157],yes,GHAT[432;31],1,Ab,2,4,solv,6,1,loose,72,2,3,[6;144],no
ATD[432;158],432,yes,ATD[432;158],yes,GHAT[432;32],1,Ab,2,2,solv,3,1,loose,144,2,3,[3;144],no
ATD[432;159],432,yes,ATD[432;159],yes,GHAT[432;32],1,Ab,2,2,solv,12,1,loose,36,2,3,[12;144],no
ATD[432;160],432,yes,ATD[432;160],yes,GHAT[432;33],1,Ab,2,2,solv,18,9,---,24,3,6,[18;36;72],no
ATD[432;161],432,yes,ATD[432;161],yes,GHAT[432;33],1,Ab,2,2,solv,3,1,loose,144,2,36,[3;12],no
ATD[432;162],432,yes,ATD[432;162],yes,GHAT[432;33],1,Ab,2,2,solv,18,12,---,24,2,2,[18;216],no
ATD[432;163],432,yes,ATD[432;163],yes,GHAT[432;34],1,Ab,2,2,solv,18,6,---,24,2,6,[18;72],no
ATD[432;164],432,yes,ATD[432;164],yes,GHAT[432;34],1,Ab,2,2,solv,6,3,---,72,2,36,[6;12],no
ATD[432;165],432,yes,ATD[432;165],yes,GHAT[432;34],1,Ab,2,2,solv,18,12,---,24,2,2,[18;216],no
ATD[432;166],432,yes,ATD[432;166],yes,GHAT[432;35],1,Ab,2,2,solv,18,9,---,24,2,12,[18;36],no
ATD[432;167],432,yes,ATD[432;167],yes,GHAT[432;35],1,Ab,2,2,solv,6,2,antipodal,72,2,18,[6;24],no
