name,|V|,SelfOpp,Opp,IsUndAT,UndGrph,s,GvAb,|T_v:G_v|,|A_v:G_v|,Solv,Rad,AtNo,AtTy,|AltCyc|,AltExp,AltPer,AltSeq,IsGWD
ATD[6;1],6,yes,ATD[6;1],yes,GWG(3;1),2,Ab,2,2,solv,2,2,tight,3,1,3,[2],yes
ATD[8;1],8,yes,ATD[8;1],yes,GWG(4;1),1,Ab,2,72,solv,4,8,---,2,1,2,[4],no
ATD[8;2],8,yes,ATD[8;2],yes,GWG(4;1),3,Ab,2,2,solv,2,2,tight,4,1,4,[2],yes
ATD[9;1],9,yes,ATD[9;1],yes,GHAT[9;1],1,Ab,2,4,solv,3,3,tight,3,1,3,[3],no
ATD[10;1],10,yes,ATD[10;1],yes,GHAT[10;1],1,Ab,2,12,solv,5,10,---,2,1,2,[5],no
ATD[10;2],10,yes,ATD[10;2],yes,GWG(5;1),4,Ab,2,2,solv,2,2,tight,5,1,5,[2],yes
ATD[12;1],12,yes,ATD[12;1],yes,GWG(3;2),1,Ab,2,2,solv,3,2,antipodal,4,2,1,[3;12],no
ATD[12;2],12,yes,ATD[12;2],yes,GWG(6;1),1,Ab,2,32,solv,3,3,tight,4,1,4,[3],no
ATD[12;3],12,yes,ATD[12;3],yes,GWG(6;1),1,Ab,2,32,solv,6,12,---,2,1,2,[6],no
ATD[12;4],12,yes,ATD[12;4],yes,GWG(3;2),1,Ab,2,2,solv,2,1,loose,6,2,3,[2;4],yes
ATD[12;5],12,yes,ATD[12;5],yes,GWG(6;1),5,Ab,2,2,solv,2,2,tight,6,1,6,[2],yes
ATD[14;1],14,yes,ATD[14;1],yes,GWG(7;1),6,Ab,2,2,solv,2,2,tight,7,1,7,[2],yes
ATD[15;1],15,yes,ATD[15;1],yes,GHAT[15;1],1,Ab,2,2,solv,5,5,tight,3,1,3,[5],no
ATD[15;2],15,yes,ATD[15;2],yes,GHAT[15;1],1,Ab,2,2,solv,3,3,tight,5,1,5,[3],no
ATD[16;1],16,yes,ATD[16;1],yes,GWG(8;1),1,Ab,2,2^7,solv,4,4,tight,4,1,4,[4],no
ATD[16;2],16,yes,ATD[16;2],yes,GWG(4;2),1,Ab,2,12,solv,4,4,tight,4,1,4,[4],no
ATD[16;3],16,yes,ATD[16;3],yes,GWG(8;1),1,Ab,2,2^7,solv,8,16,---,2,1,2,[8],no
ATD[16;4],16,yes,ATD[16;4],yes,GWG(4;2),2,Ab,2,2,solv,2,1,loose,8,2,4,[2;4],yes
ATD[16;5],16,yes,ATD[16;5],yes,GWG(8;1),7,Ab,2,2,solv,2,2,tight,8,1,8,[2],yes
ATD[18;1],18,yes,ATD[18;1],yes,GHAT[18;1],1,Ab,2,4,solv,3,3,tight,6,1,6,[3],no
ATD[18;2],18,yes,ATD[18;2],yes,GHAT[18;1],2,Ab,2,2,solv,3,2,antipodal,6,2,2,[3;9],no
ATD[18;3],18,yes,ATD[18;3],yes,GWG(9;1),8,Ab,2,2,solv,2,2,tight,9,1,9,[2],yes
ATD[20;1],20,yes,ATD[20;1],yes,GHAT[20;1],1,Ab,2,2,solv,5,5,tight,4,1,4,[5],no
ATD[20;2],20,yes,ATD[20;2],yes,GWG(10;1),1,Ab,2,2^9,solv,5,5,tight,4,1,4,[5],no
ATD[20;3],20,yes,ATD[20;3],yes,GWG(10;1),1,Ab,2,2^9,solv,10,20,---,2,1,2,[10],no
ATD[20;4],20,yes,ATD[20;4],yes,GWG(5;2),3,Ab,2,2,solv,2,1,loose,10,2,5,[2;4],yes
ATD[20;5],20,yes,ATD[20;5],yes,GWG(10;1),9,Ab,2,2,solv,2,2,tight,10,1,10,[2],yes
ATD[21;1],21,no,ATD[21;2],yes,GHAT[21;1],1,Ab,8,8,solv,7,7,tight,3,1,3,[7],no
ATD[21;2],21,no,ATD[21;1],yes,GHAT[21;1],1,Ab,8,8,solv,7,7,tight,3,1,3,[7],no
ATD[21;3],21,yes,ATD[21;3],yes,GHAT[21;2],1,Ab,2,2,solv,7,7,tight,3,1,3,[7],no
ATD[21;4],21,yes,ATD[21;4],yes,GHAT[21;2],1,Ab,2,2,solv,3,3,tight,7,1,7,[3],no
ATD[22;1],22,yes,ATD[22;1],yes,GWG(11;1),10,Ab,2,2,solv,2,2,tight,11,1,11,[2],yes
ATD[24;1],24,yes,ATD[24;1],yes,GHAT[24;1],1,Ab,2,2,solv,4,4,tight,6,1,6,[4],no
ATD[24;2],24,yes,ATD[24;2],yes,GHAT[24;1],1,Ab,2,2,solv,12,24,---,2,1,2,[12],no
ATD[24;3],24,yes,ATD[24;3],yes,GHAT[24;1],1,Ab,2,2,solv,3,3,tight,8,1,8,[3],no
ATD[24;4],24,yes,ATD[24;4],yes,GHAT[24;2],1,Ab,2,2,solv,4,4,tight,6,1,6,[4],no
ATD[24;5],24,yes,ATD[24;5],yes,GHAT[24;2],1,Ab,2,2,solv,6,6,tight,4,1,4,[6],no
ATD[24;6],24,yes,ATD[24;6],yes,GHAT[24;2],1,Ab,2,2,solv,12,24,---,2,1,2,[12],no
ATD[24;7],24,yes,ATD[24;7],yes,GHAT[24;3],1,Ab,2,2,solv,4,2,antipodal,6,2,3,[4;8],no
ATD[24;8],24,yes,ATD[24;8],yes,GHAT[24;3],1,Ab,2,2,solv,6,4,---,4,2,1,[6;24],no
ATD[24;9],24,yes,ATD[24;9],yes,GHAT[24;4],1,Ab,2,2,solv,4,2,antipodal,6,2,3,[4;8],no
ATD[24;10],24,yes,ATD[24;10],yes,GHAT[24;4],1,Ab,2,2,solv,6,4,---,4,2,1,[6;24],no
ATD[24;11],24,yes,ATD[24;11],yes,GWG(6;2),1,Ab,2,16,solv,3,2,antipodal,8,2,2,[3;12],no
ATD[24;12],24,yes,ATD[24;12],yes,GWG(12;1),1,Ab,2,2^11,solv,6,6,tight,4,1,4,[6],no
ATD[24;13],24,yes,ATD[24;13],yes,GWG(12;1),1,Ab,2,2^11,solv,12,24,---,2,1,2,[12],no
ATD[24;14],24,yes,ATD[24;14],yes,GWG(6;2),4,Ab,2,2,solv,2,1,loose,12,2,6,[2;4],yes
ATD[24;15],24,yes,ATD[24;15],yes,GWG(12;1),11,Ab,2,2,solv,2,2,tight,12,1,12,[2],yes
ATD[25;1],25,yes,ATD[25;1],yes,GHAT[25;1],1,Ab,2,4,solv,5,5,tight,5,1,5,[5],no
ATD[26;1],26,yes,ATD[26;1],yes,GHAT[26;1],1,Ab,2,2,solv,13,26,---,2,1,2,[13],no
ATD[26;2],26,yes,ATD[26;2],yes,GWG(13;1),12,Ab,2,2,solv,2,2,tight,13,1,13,[2],yes
ATD[27;1],27,no,ATD[27;2],no,HAT[27;1],1,Ab,0,1,solv,9,9,tight,3,1,3,[9],no
ATD[27;2],27,no,ATD[27;1],no,HAT[27;1],1,Ab,0,1,solv,9,9,tight,3,1,3,[9],no
ATD[27;3],27,yes,ATD[27;3],yes,GHAT[27;1],1,Ab,2,2,solv,3,3,tight,9,1,9,[3],no
ATD[27;4],27,yes,ATD[27;4],yes,GHAT[27;1],1,Ab,2,2,solv,9,9,tight,3,1,3,[9],no
ATD[27;5],27,yes,ATD[27;5],yes,GHAT[27;2],1,Ab,2,4,solv,3,1,loose,9,2,3,[3;9],no
ATD[28;1],28,yes,ATD[28;1],yes,GWG(14;1),1,Ab,2,2^13,solv,7,7,tight,4,1,4,[7],no
ATD[28;2],28,yes,ATD[28;2],yes,GWG(14;1),1,Ab,2,2^13,solv,14,28,---,2,1,2,[14],no
ATD[28;3],28,yes,ATD[28;3],yes,GWG(7;2),5,Ab,2,2,solv,2,1,loose,14,2,7,[2;4],yes
ATD[28;4],28,yes,ATD[28;4],yes,GWG(14;1),13,Ab,2,2,solv,2,2,tight,14,1,14,[2],yes
ATD[30;1],30,yes,ATD[30;1],yes,GHAT[30;1],1,Ab,2,2,solv,5,5,tight,6,1,6,[5],no
ATD[30;2],30,yes,ATD[30;2],yes,GHAT[30;1],1,Ab,2,2,solv,15,30,---,2,1,2,[15],no
ATD[30;3],30,yes,ATD[30;3],yes,GHAT[30;1],1,Ab,2,2,solv,3,3,tight,10,1,10,[3],no
ATD[30;4],30,yes,ATD[30;4],yes,GHAT[30;2],1,Ab,2,12,solv,5,5,tight,6,1,6,[5],no
ATD[30;5],30,yes,ATD[30;5],yes,GHAT[30;3],1,Ab,2,2,n-solv,5,2,antipodal,6,2,1,[5;30],no
ATD[30;6],30,yes,ATD[30;6],yes,GHAT[30;4],2,Ab,2,2,n-solv,3,2,antipodal,10,2,1,[3;30],no
ATD[30;7],30,yes,ATD[30;7],yes,GWG(15;1),14,Ab,2,2,solv,2,2,tight,15,1,15,[2],yes
ATD[32;1],32,yes,ATD[32;1],yes,GHAT[32;1],1,Ab,2,2,solv,8,8,tight,4,1,4,[8],no
ATD[32;2],32,yes,ATD[32;2],yes,GHAT[32;1],1,Ab,2,2,solv,8,8,tight,4,1,4,[8],no
ATD[32;3],32,yes,ATD[32;3],yes,GHAT[32;1],1,Ab,2,2,solv,4,4,tight,8,1,8,[4],no
ATD[32;4],32,yes,ATD[32;4],yes,GHAT[32;2],2,Ab,2,18,solv,4,2,antipodal,8,2,4,[4;8],no
ATD[32;5],32,yes,ATD[32;5],yes,GWG(4;3),1,Ab,2,4,solv,4,4,tight,8,1,8,[4],no
ATD[32;6],32,yes,ATD[32;6],yes,GWG(16;1),1,Ab,2,2^15,solv,8,8,tight,4,1,4,[8],no
ATD[32;7],32,yes,ATD[32;7],yes,GWG(8;2),1,Ab,2,2^6,solv,4,2,antipodal,8,2,4,[4;8],no
ATD[32;8],32,yes,ATD[32;8],yes,GWG(4;3),2,Ab,2,2,solv,4,2,antipodal,8,2,4,[4;8],no
ATD[32;9],32,yes,ATD[32;9],yes,GWG(8;2),1,Ab,2,2^6,solv,8,8,tight,4,1,4,[8],no
ATD[32;10],32,yes,ATD[32;10],yes,GWG(16;1),1,Ab,2,2^15,solv,16,32,---,2,1,2,[16],no
ATD[32;11],32,yes,ATD[32;11],yes,GWG(4;3),1,Ab,2,2,solv,2,1,loose,16,3,4,[2;4;8],yes
ATD[32;12],32,yes,ATD[32;12],yes,GWG(8;2),6,Ab,2,2,solv,2,1,loose,16,2,8,[2;4],yes
ATD[32;13],32,yes,ATD[32;13],yes,GWG(16;1),15,Ab,2,2,solv,2,2,tight,16,1,16,[2],yes
ATD[33;1],33,yes,ATD[33;1],yes,GHAT[33;1],1,Ab,2,2,solv,11,11,tight,3,1,3,[11],no
ATD[33;2],33,yes,ATD[33;2],yes,GHAT[33;1],1,Ab,2,2,solv,3,3,tight,11,1,11,[3],no
ATD[34;1],34,yes,ATD[34;1],yes,GHAT[34;1],1,Ab,2,2,solv,17,34,---,2,1,2,[17],no
ATD[34;2],34,yes,ATD[34;2],yes,GWG(17;1),16,Ab,2,2,solv,2,2,tight,17,1,17,[2],yes
ATD[35;1],35,yes,ATD[35;1],yes,GHAT[35;1],1,Ab,2,2,solv,7,7,tight,5,1,5,[7],no
ATD[35;2],35,yes,ATD[35;2],yes,GHAT[35;1],1,Ab,2,2,solv,5,5,tight,7,1,7,[5],no
ATD[36;1],36,yes,ATD[36;1],yes,GHAT[36;1],1,Ab,2,4,solv,6,6,tight,6,1,6,[6],no
ATD[36;2],36,yes,ATD[36;2],yes,GHAT[36;1],1,Ab,2,4,solv,2,1,loose,18,3,2,[2;6;18],no
ATD[36;3],36,yes,ATD[36;3],yes,GHAT[36;1],2,Ab,2,2,solv,3,1,loose,12,2,4,[3;9],no
ATD[36;4],36,yes,ATD[36;4],yes,GHAT[36;2],1,Ab,2,2,solv,3,1,loose,12,2,4,[3;9],no
ATD[36;5],36,yes,ATD[36;5],yes,GHAT[36;3],1,Ab,2,2,solv,3,1,loose,12,2,3,[3;12],no
ATD[36;6],36,yes,ATD[36;6],yes,GHAT[36;3],1,Ab,2,2,solv,6,3,---,6,2,3,[6;12],no
ATD[36;7],36,yes,ATD[36;7],yes,GHAT[36;4],1,Ab,2,2,solv,6,4,---,6,2,2,[6;18],no
ATD[36;8],36,yes,ATD[36;8],yes,GHAT[36;4],1,Ab,2,2,solv,3,3,tight,12,1,12,[3],no
ATD[36;9],36,yes,ATD[36;9],yes,GHAT[36;4],1,Ab,2,2,solv,6,6,tight,6,1,6,[6],no
ATD[36;10],36,yes,ATD[36;10],yes,GWG(9;2),1,Ab,2,2^7,solv,9,6,---,4,2,1,[9;36],no
ATD[36;11],36,yes,ATD[36;11],yes,GWG(18;1),1,Ab,2,2^17,solv,9,9,tight,4,1,4,[9],no
ATD[36;12],36,yes,ATD[36;12],yes,GWG(18;1),1,Ab,2,2^17,solv,18,36,---,2,1,2,[18],no
ATD[36;13],36,yes,ATD[36;13],yes,GWG(9;2),7,Ab,2,2,solv,2,1,loose,18,2,9,[2;4],yes
ATD[36;14],36,yes,ATD[36;14],yes,GWG(18;1),17,Ab,2,2,solv,2,2,tight,18,1,18,[2],yes
ATD[38;1],38,yes,ATD[38;1],yes,GWG(19;1),18,Ab,2,2,solv,2,2,tight,19,1,19,[2],yes
ATD[39;1],39,no,ATD[39;2],no,HAT[39;1],1,Ab,0,1,solv,13,13,tight,3,1,3,[13],no
ATD[39;2],39,no,ATD[39;1],no,HAT[39;1],1,Ab,0,1,solv,13,13,tight,3,1,3,[13],no
ATD[39;3],39,yes,ATD[39;3],yes,GHAT[39;1],1,Ab,2,2,solv,13,13,tight,3,1,3,[13],no
ATD[39;4],39,yes,ATD[39;4],yes,GHAT[39;1],1,Ab,2,2,solv,3,3,tight,13,1,13,[3],no
ATD[40;1],40,yes,ATD[40;1],yes,GHAT[40;1],1,Ab,2,2,solv,5,5,tight,8,1,8,[5],no
ATD[40;2],40,yes,ATD[40;2],yes,GHAT[40;2],1,Ab,2,2,solv,20,40,---,2,1,2,[20],no
ATD[40;3],40,yes,ATD[40;3],yes,GHAT[40;2],1,Ab,2,2,solv,5,5,tight,8,1,8,[5],no
ATD[40;4],40,yes,ATD[40;4],yes,GHAT[40;2],1,Ab,2,2,solv,4,4,tight,10,1,10,[4],no
ATD[40;5],40,yes,ATD[40;5],yes,GHAT[40;3],1,Ab,2,2,solv,10,10,tight,4,1,4,[10],no
ATD[40;6],40,yes,ATD[40;6],yes,GHAT[40;4],1,Ab,2,2,solv,10,10,tight,4,1,4,[10],no
ATD[40;7],40,yes,ATD[40;7],yes,GHAT[40;5],1,Ab,2,2,solv,4,4,tight,10,1,10,[4],no
ATD[40;8],40,yes,ATD[40;8],yes,GHAT[40;5],1,Ab,2,2,solv,20,40,---,2,1,2,[20],no
ATD[40;9],40,yes,ATD[40;9],yes,GHAT[40;5],1,Ab,2,2,solv,10,10,tight,4,1,4,[10],no
ATD[40;10],40,yes,ATD[40;10],yes,GWG(20;1),1,Ab,2,2^19,solv,10,10,tight,4,1,4,[10],no
ATD[40;11],40,yes,ATD[40;11],yes,GWG(20;1),1,Ab,2,2^19,solv,20,40,---,2,1,2,[20],no
ATD[40;12],40,yes,ATD[40;12],yes,GWG(5;3),2,Ab,2,2,solv,2,1,loose,20,3,5,[2;4;8],yes
ATD[40;13],40,yes,ATD[40;13],yes,GWG(10;2),8,Ab,2,2,solv,2,1,loose,20,2,10,[2;4],yes
ATD[40;14],40,yes,ATD[40;14],yes,GWG(20;1),19,Ab,2,2,solv,2,2,tight,20,1,20,[2],yes
ATD[42;1],42,no,ATD[42;2],yes,GHAT[42;1],1,Ab,8,8,solv,7,7,tight,6,1,6,[7],no
ATD[42;2],42,no,ATD[42;1],yes,GHAT[42;1],1,Ab,8,8,solv,7,7,tight,6,1,6,[7],no
ATD[42;3],42,yes,ATD[42;3],yes,GHAT[42;1],3,n-Ab,2,2,n-solv,3,2,antipodal,14,2,2,[3;21],no
ATD[42;4],42,yes,ATD[42;4],yes,GHAT[42;2],1,Ab,2,2,solv,3,3,tight,14,1,14,[3],no
ATD[42;5],42,yes,ATD[42;5],yes,GHAT[42;2],1,Ab,2,2,solv,7,7,tight,6,1,6,[7],no
ATD[42;6],42,yes,ATD[42;6],yes,GHAT[42;2],1,Ab,2,2,solv,21,42,---,2,1,2,[21],no
ATD[42;7],42,yes,ATD[42;7],yes,GWG(21;1),20,Ab,2,2,solv,2,2,tight,21,1,21,[2],yes
ATD[44;1],44,yes,ATD[44;1],yes,GWG(22;1),1,Ab,2,2^21,solv,11,11,tight,4,1,4,[11],no
ATD[44;2],44,yes,ATD[44;2],yes,GWG(22;1),1,Ab,2,2^21,solv,22,44,---,2,1,2,[22],no
ATD[44;3],44,yes,ATD[44;3],yes,GWG(11;2),9,Ab,2,2,solv,2,1,loose,22,2,11,[2;4],yes
ATD[44;4],44,yes,ATD[44;4],yes,GWG(22;1),21,Ab,2,2,solv,2,2,tight,22,1,22,[2],yes
ATD[45;1],45,yes,ATD[45;1],yes,GHAT[45;1],1,Ab,2,2,solv,9,9,tight,5,1,5,[9],no
ATD[45;2],45,yes,ATD[45;2],yes,GHAT[45;1],1,Ab,2,2,solv,5,5,tight,9,1,9,[5],no
ATD[45;3],45,yes,ATD[45;3],yes,GHAT[45;2],1,Ab,2,2,solv,3,3,tight,15,1,15,[3],no
ATD[45;4],45,yes,ATD[45;4],yes,GHAT[45;2],1,Ab,2,2,solv,15,15,tight,3,1,3,[15],no
ATD[46;1],46,yes,ATD[46;1],yes,GWG(23;1),22,Ab,2,2,solv,2,2,tight,23,1,23,[2],yes
ATD[48;1],48,yes,ATD[48;1],yes,GHAT[48;1],1,Ab,2,2,solv,4,1,loose,12,2,3,[4;16],no
ATD[48;2],48,yes,ATD[48;2],yes,GHAT[48;1],1,Ab,2,2,solv,3,1,loose,16,2,1,[3;48],no
ATD[48;3],48,yes,ATD[48;3],yes,GHAT[48;2],1,Ab,2,2,solv,8,8,tight,6,1,6,[8],no
ATD[48;4],48,yes,ATD[48;4],yes,GHAT[48;2],1,Ab,2,2,solv,3,3,tight,16,1,16,[3],no
ATD[48;5],48,yes,ATD[48;5],yes,GHAT[48;2],1,Ab,2,2,solv,24,48,---,2,1,2,[24],no
ATD[48;6],48,yes,ATD[48;6],yes,GHAT[48;3],1,Ab,2,2,solv,6,6,tight,8,1,8,[6],no
ATD[48;7],48,yes,ATD[48;7],yes,GHAT[48;3],1,Ab,2,2,solv,4,4,tight,12,1,12,[4],no
ATD[48;8],48,yes,ATD[48;8],yes,GHAT[48;3],1,Ab,2,2,solv,12,12,tight,4,1,4,[12],no
ATD[48;9],48,yes,ATD[48;9],yes,GHAT[48;4],1,Ab,2,2,solv,24,48,---,2,1,2,[24],no
ATD[48;10],48,yes,ATD[48;10],yes,GHAT[48;4],1,Ab,2,2,solv,6,6,tight,8,1,8,[6],no
ATD[48;11],48,yes,ATD[48;11],yes,GHAT[48;4],1,Ab,2,2,solv,8,8,tight,6,1,6,[8],no
ATD[48;12],48,yes,ATD[48;12],yes,GHAT[48;5],1,Ab,2,2,solv,12,12,tight,4,1,4,[12],no
ATD[48;13],48,yes,ATD[48;13],yes,GHAT[48;5],1,Ab,2,2,solv,4,4,tight,12,1,12,[4],no
ATD[48;14],48,yes,ATD[48;14],yes,GHAT[48;5],1,Ab,2,2,solv,6,3,---,8,2,4,[6;12],no
ATD[48;15],48,yes,ATD[48;15],yes,GHAT[48;6],1,Ab,2,2,solv,3,2,antipodal,16,2,2,[3;24],no
ATD[48;16],48,yes,ATD[48;16],yes,GHAT[48;6],1,Ab,2,2,solv,4,2,antipodal,12,2,6,[4;8],no
ATD[48;17],48,yes,ATD[48;17],yes,GHAT[48;6],1,Ab,2,2,solv,6,4,---,8,2,2,[6;24],no
ATD[48;18],48,yes,ATD[48;18],yes,GHAT[48;7],1,Ab,2,4,solv,3,1,loose,16,2,2,[3;24],no
ATD[48;19],48,yes,ATD[48;19],yes,GHAT[48;7],2,Ab,2,2,solv,4,2,antipodal,12,2,6,[4;8],no
ATD[48;20],48,yes,ATD[48;20],yes,GHAT[48;8],1,Ab,2,4,solv,6,4,---,8,2,2,[6;24],no
ATD[48;21],48,yes,ATD[48;21],yes,GHAT[48;8],2,Ab,2,2,solv,4,2,antipodal,12,2,6,[4;8],no
ATD[48;22],48,yes,ATD[48;22],yes,GWG(6;3),1,Ab,2,8,solv,3,1,loose,16,2,4,[3;12],no
ATD[48;23],48,yes,ATD[48;23],yes,GWG(12;2),1,Ab,2,2^10,solv,6,4,---,8,2,2,[6;24],no
ATD[48;24],48,yes,ATD[48;24],yes,GWG(6;3),1,Ab,2,8,solv,6,4,---,8,2,2,[6;24],no
ATD[48;25],48,yes,ATD[48;25],yes,GWG(24;1),1,Ab,2,2^23,solv,12,12,tight,4,1,4,[12],no
ATD[48;26],48,yes,ATD[48;26],yes,GWG(12;2),1,Ab,2,2^10,solv,12,12,tight,4,1,4,[12],no
ATD[48;27],48,yes,ATD[48;27],yes,GWG(12;2),1,Ab,2,2^10,solv,6,3,---,8,2,4,[6;12],no
ATD[48;28],48,yes,ATD[48;28],yes,GWG(24;1),1,Ab,2,2^23,solv,24,48,---,2,1,2,[24],no
ATD[48;29],48,yes,ATD[48;29],yes,GWG(6;3),3,Ab,2,2,solv,2,1,loose,24,3,6,[2;4;8],yes
ATD[48;30],48,yes,ATD[48;30],yes,GWG(12;2),10,Ab,2,2,solv,2,1,loose,24,2,12,[2;4],yes
ATD[48;31],48,yes,ATD[48;31],yes,GWG(24;1),23,Ab,2,2,solv,2,2,tight,24,1,24,[2],yes
ATD[49;1],49,yes,ATD[49;1],yes,GHAT[49;1],1,Ab,2,4,solv,7,7,tight,7,1,7,[7],no
ATD[50;1],50,yes,ATD[50;1],yes,GHAT[50;1],1,Ab,2,4,solv,5,5,tight,10,1,10,[5],no
ATD[50;2],50,yes,ATD[50;2],yes,GHAT[50;1],2,Ab,2,2,solv,5,2,antipodal,10,2,2,[5;25],no
ATD[50;3],50,yes,ATD[50;3],yes,GHAT[50;2],1,Ab,2,2,solv,5,5,tight,10,1,10,[5],no
ATD[50;4],50,yes,ATD[50;4],yes,GHAT[50;3],1,Ab,2,2,solv,25,50,---,2,1,2,[25],no
ATD[50;5],50,yes,ATD[50;5],yes,GWG(25;1),24,Ab,2,2,solv,2,2,tight,25,1,25,[2],yes
ATD[51;1],51,yes,ATD[51;1],yes,GHAT[51;1],1,Ab,2,2,solv,17,17,tight,3,1,3,[17],no
ATD[51;2],51,yes,ATD[51;2],yes,GHAT[51;1],1,Ab,2,2,solv,3,3,tight,17,1,17,[3],no
ATD[52;1],52,yes,ATD[52;1],yes,GHAT[52;1],1,Ab,2,2,solv,13,13,tight,4,1,4,[13],no
ATD[52;2],52,yes,ATD[52;2],yes,GWG(26;1),1,Ab,2,2^25,solv,13,13,tight,4,1,4,[13],no
ATD[52;3],52,yes,ATD[52;3],yes,GWG(26;1),1,Ab,2,2^25,solv,26,52,---,2,1,2,[26],no
ATD[52;4],52,yes,ATD[52;4],yes,GWG(13;2),11,Ab,2,2,solv,2,1,loose,26,2,13,[2;4],yes
ATD[52;5],52,yes,ATD[52;5],yes,GWG(26;1),25,Ab,2,2,solv,2,2,tight,26,1,26,[2],yes
ATD[54;1],54,no,ATD[54;2],no,HAT[54;1],1,Ab,0,1,solv,9,9,tight,6,1,6,[9],no
ATD[54;2],54,no,ATD[54;1],no,HAT[54;1],1,Ab,0,1,solv,9,9,tight,6,1,6,[9],no
ATD[54;3],54,yes,ATD[54;3],yes,GHAT[54;1],2,Ab,2,6,solv,3,1,loose,18,2,6,[3;9],no
ATD[54;4],54,yes,ATD[54;4],yes,GHAT[54;2],1,Ab,2,2,solv,3,1,loose,18,2,2,[3;27],no
ATD[54;5],54,yes,ATD[54;5],yes,GHAT[54;3],1,Ab,2,4,solv,3,1,loose,18,2,6,[3;9],no
ATD[54;6],54,yes,ATD[54;6],yes,GHAT[54;3],2,Ab,2,2,solv,3,2,antipodal,18,2,2,[3;27],no
ATD[54;7],54,yes,ATD[54;7],yes,GHAT[54;4],1,Ab,2,2,solv,3,3,tight,18,1,18,[3],no
ATD[54;8],54,yes,ATD[54;8],yes,GHAT[54;4],1,Ab,2,2,solv,9,9,tight,6,1,6,[9],no
ATD[54;9],54,yes,ATD[54;9],yes,GHAT[54;4],1,Ab,2,2,solv,9,6,---,6,2,2,[9;27],no
ATD[54;10],54,yes,ATD[54;10],yes,GWG(27;1),26,Ab,2,2,solv,2,2,tight,27,1,27,[2],yes
ATD[55;1],55,no,ATD[55;2],no,HAT[55;1],1,Ab,0,1,solv,11,11,tight,5,1,5,[11],no
ATD[55;2],55,no,ATD[55;1],no,HAT[55;1],1,Ab,0,1,solv,11,11,tight,5,1,5,[11],no
ATD[55;3],55,no,ATD[55;4],no,HAT[55;2],1,Ab,0,1,solv,11,11,tight,5,1,5,[11],no
ATD[55;4],55,no,ATD[55;3],no,HAT[55;2],1,Ab,0,1,solv,11,11,tight,5,1,5,[11],no
ATD[55;5],55,yes,ATD[55;5],yes,GHAT[55;1],1,Ab,2,2,solv,5,5,tight,11,1,11,[5],no
ATD[55;6],55,yes,ATD[55;6],yes,GHAT[55;1],1,Ab,2,2,solv,11,11,tight,5,1,5,[11],no
ATD[56;1],56,yes,ATD[56;1],yes,GHAT[56;1],1,Ab,2,2,solv,4,4,tight,14,1,14,[4],no
ATD[56;2],56,yes,ATD[56;2],yes,GHAT[56;1],1,Ab,2,2,solv,28,56,---,2,1,2,[28],no
ATD[56;3],56,yes,ATD[56;3],yes,GHAT[56;1],1,Ab,2,2,solv,7,7,tight,8,1,8,[7],no
ATD[56;4],56,yes,ATD[56;4],yes,GHAT[56;2],1,Ab,2,2,solv,28,56,---,2,1,2,[28],no
ATD[56;5],56,yes,ATD[56;5],yes,GHAT[56;2],1,Ab,2,2,solv,14,14,tight,4,1,4,[14],no
ATD[56;6],56,yes,ATD[56;6],yes,GHAT[56;2],1,Ab,2,2,solv,4,4,tight,14,1,14,[4],no
ATD[56;7],56,yes,ATD[56;7],yes,GWG(28;1),1,Ab,2,2^27,solv,14,14,tight,4,1,4,[14],no
ATD[56;8],56,yes,ATD[56;8],yes,GWG(28;1),1,Ab,2,2^27,solv,28,56,---,2,1,2,[28],no
ATD[56;9],56,yes,ATD[56;9],yes,GWG(7;3),4,Ab,2,2,solv,2,1,loose,28,3,7,[2;4;8],yes
ATD[56;10],56,yes,ATD[56;10],yes,GWG(14;2),12,Ab,2,2,solv,2,1,loose,28,2,14,[2;4],yes
ATD[56;11],56,yes,ATD[56;11],yes,GWG(28;1),27,Ab,2,2,solv,2,2,tight,28,1,28,[2],yes
ATD[57;1],57,no,ATD[57;2],no,HAT[57;1],1,Ab,0,1,solv,19,19,tight,3,1,3,[19],no
ATD[57;2],57,no,ATD[57;1],no,HAT[57;1],1,Ab,0,1,solv,19,19,tight,3,1,3,[19],no
ATD[57;3],57,yes,ATD[57;3],yes,GHAT[57;1],1,Ab,2,2,solv,19,19,tight,3,1,3,[19],no
ATD[57;4],57,yes,ATD[57;4],yes,GHAT[57;1],1,Ab,2,2,solv,3,3,tight,19,1,19,[3],no
ATD[58;1],58,yes,ATD[58;1],yes,GHAT[58;1],1,Ab,2,2,solv,29,58,---,2,1,2,[29],no
ATD[58;2],58,yes,ATD[58;2],yes,GWG(29;1),28,Ab,2,2,solv,2,2,tight,29,1,29,[2],yes
ATD[60;1],60,no,ATD[60;2],no,HAT[60;1],1,Ab,0,1,solv,15,15,tight,4,1,4,[15],no
ATD[60;2],60,no,ATD[60;1],no,HAT[60;1],1,Ab,0,1,solv,15,15,tight,4,1,4,[15],no
ATD[60;3],60,yes,ATD[60;3],yes,GHAT[60;1],1,Ab,2,2,solv,10,5,---,6,2,3,[10;20],no
ATD[60;4],60,yes,ATD[60;4],yes,GHAT[60;1],1,Ab,2,2,solv,3,1,loose,20,2,5,[3;12],no
