name,|V|,gir,bip,CayTy,|A_v|,[|G_v|],solv,[|ConCyc|]
GHAT[144;28],144,6,b,Cay,4,[2;2;2],solv,[6s;12s;24s]
GHAT[144;29],144,6,b,Cay,8,[2;4],solv,[8s;18s;72s]
GHAT[144;30],144,6,b,Cay,4,[2;2;2],solv,[6s;6s;24s]
GHAT[144;31],144,6,b,Cay,8,[2;4],solv,[8s;36s;72s]
GHAT[144;32],144,6,b,Cay,4,[2;2;2],solv,[12s;12s;24s]
GHAT[145;1],145,4,nb,Circ,4,[2;2],solv,[10s;58s;145s]
GHAT[146;1],146,4,b,Circ,4,[2],solv,[4c;4c;146s]
GHAT[147;1],147,3,nb,Cay,4,[2;2],solv,[3s;6s;14s]
GHAT[147;2],147,4,nb,AbCay,4,[2;2],solv,[14s;21s;42s]
GHAT[147;3],147,4,nb,Circ,4,[2;2],solv,[6s;98s;147s]
GHAT[148;1],148,4,b,AbCay,4,[2],solv,[4c;4c;74s]
GHAT[150;1],150,6,b,Cay,4,[2;2;2],solv,[6s;6s;10s]
GHAT[150;2],150,6,b,Cay,4,[2],solv,[10s;12c;12c]
GHAT[150;3],150,4,b,AbCay,4,[2;2;2],solv,[10s;30s;30s]
GHAT[150;4],150,4,b,Circ,4,[2;2;2],solv,[6s;50s;150s]
GHAT[150;5],150,6,b,Cay,8,[2;4],solv,[10s;12s;30s]
GHAT[150;6],150,6,b,Cay,4,[2],solv,[10s;60c;60c]
GHAT[150;7],150,6,b,Cay,4,[2],solv,[12c;12c;50s]
GHAT[150;8],150,5,nb,n-Cay,4,[2],n-solv,[5s;10s;15s]
GHAT[150;9],150,5,nb,n-Cay,8,[4],n-solv,[5s;6s;30s]
GHAT[152;1],152,4,b,Circ,4,[2;2;2],solv,[8s;38s;152s]
GHAT[152;2],152,4,b,Circ,4,[2;2;2],solv,[8s;76s;152s]
GHAT[153;1],153,4,nb,Circ,4,[2;2],solv,[18s;34s;153s]
GHAT[153;2],153,4,nb,AbCay,4,[2;2],solv,[6s;51s;102s]
GHAT[154;1],154,4,b,Circ,4,[2;2;2],solv,[14s;22s;154s]
GHAT[155;1],155,4,nb,Circ,4,[2;2],solv,[10s;62s;155s]
GHAT[156;1],156,6,nb,Cay,4,[2;2],solv,[6s;39s;52s]
GHAT[156;2],156,4,b,Circ,4,[2;2;2],solv,[12s;26s;156s]
GHAT[156;3],156,6,b,Cay,4,[2],solv,[12c;12c;26s]
GHAT[156;4],156,4,b,Circ,4,[2;2;2],solv,[6s;52s;156s]
GHAT[156;5],156,4,b,AbCay,4,[2;2;2],solv,[12s;52s;78s]
GHAT[159;1],159,4,nb,Circ,4,[2;2],solv,[6s;106s;159s]
GHAT[160;1],160,6,b,Cay,24,[2],n-solv,[6s;8s;10s]
GHAT[160;2],160,6,b,Cay,4,[2],solv,[10s;32c;32c]
GHAT[160;3],160,4,b,Circ,4,[2;2;2],solv,[10s;32s;160s]
GHAT[160;4],160,4,b,AbCay,4,[2;2;2],solv,[16s;20s;80s]
GHAT[160;5],160,6,b,Cay,4,[2],solv,[16c;16c;20s]
GHAT[160;6],160,6,b,Cay,4,[2],solv,[20s;32c;32c]
GHAT[160;7],160,4,b,Circ,4,[2;2;2],solv,[20s;32s;160s]
GHAT[160;8],160,4,b,AbCay,4,[2;2;2],solv,[8s;40s;40s]
GHAT[160;9],160,6,b,Cay,8,[2;2;4],solv,[8s;20s;40s]
GHAT[160;10],160,4,b,AbCay,4,[2;2;2],solv,[8s;80s;80s]
GHAT[160;11],160,6,b,Cay,4,[2;2;2],solv,[16s;40s;80s]
GHAT[160;12],160,4,b,AbCay,4,[2;2;2],solv,[16s;40s;80s]
GHAT[160;13],160,6,b,Cay,4,[2;2;2],solv,[8s;20s;40s]
GHAT[160;14],160,6,b,Cay,4,[2],solv,[8c;8c;20s]
GHAT[160;15],160,6,b,Cay,4,[2;2;2],solv,[16s;20s;80s]
GHAT[160;16],160,6,b,Cay,4,[2],solv,[16c;16c;20s]
GHAT[160;17],160,8,b,Cay,4,[2],solv,[8c;8c;40s]
GHAT[160;18],160,6,b,Cay,8,[2;2;4],solv,[8s;40s;40s]
GHAT[160;19],160,8,b,Cay,4,[2],solv,[8c;8c;40s]
GHAT[160;20],160,4,b,AbCay,4,[2],solv,[4c;4c;40s]
GHAT[160;21],160,6,b,Cay,4,[2],solv,[8c;8c;40s]
GHAT[160;22],160,5,nb,Cay,4,[2;2],solv,[5s;8s;10s]
GHAT[160;23],160,7,nb,Cay,4,[2;2],solv,[8s;10s;10s]
GHAT[160;24],160,8,b,n-Cay,8,[4],solv,[8s;10s;20s]
GHAT[160;25],160,8,b,n-Cay,16,[8],solv,[8s;10s;40s]
GHAT[160;26],160,5,nb,Cay,4,[2;2],solv,[5s;8s;20s]
GHAT[160;27],160,7,nb,Cay,4,[2;2],solv,[8s;10s;20s]
GHAT[160;28],160,4,nb,Cay,4,[2;2],solv,[4s;5s;20s]
GHAT[160;29],160,4,nb,Cay,4,[2;2],solv,[4s;10s;20s]
GHAT[160;30],160,8,b,n-Cay,16,[8],solv,[8s;20s;40s]
GHAT[161;1],161,4,nb,Circ,4,[2;2],solv,[14s;46s;161s]
GHAT[162;1],162,8,nb,Cay,8,[4],solv,[9s;12s;18s]
GHAT[162;2],162,4,nb,Cay,8,[4],solv,[4s;6s;9s]
GHAT[162;3],162,3,nb,n-Cay,4,[2],solv,[3s;9s;12s]
GHAT[162;4],162,4,b,AbCay,8,[2;4],solv,[4s;18s;18s]
GHAT[162;5],162,6,b,Cay,8,[2;4],solv,[6s;18s;36s]
GHAT[162;6],162,6,b,Cay,8,[2;4],solv,[6s;6s;12s]
GHAT[162;7],162,6,b,Cay,4,[2],solv,[6s;36s;36s]
GHAT[162;8],162,4,b,AbCay,4,[2;2;2],solv,[6s;54s;54s]
GHAT[162;9],162,6,b,Cay,4,[2;2;2],solv,[6s;18s;18s]
GHAT[162;10],162,6,b,Cay,16,[2;2;8],solv,[6s;6s;18s]
GHAT[162;11],162,6,b,Cay,4,[2;2;2],solv,[6s;18s;18s]
GHAT[162;12],162,6,b,Cay,4,[2;2;2],solv,[6s;6s;18s]
GHAT[164;1],164,4,b,AbCay,4,[2],solv,[4c;4c;82s]
GHAT[165;1],165,4,nb,Circ,4,[2;2],solv,[22s;30s;165s]
GHAT[165;2],165,4,nb,Circ,4,[2;2],solv,[10s;66s;165s]
GHAT[165;3],165,4,nb,Circ,4,[2;2],solv,[6s;110s;165s]
GHAT[165;4],165,5,nb,n-Cay,8,[4],n-solv,[5s;6s;11s]
GHAT[168;1],168,6,b,Cay,4,[2;2;2],solv,[6s;28s;42s]
GHAT[168;2],168,4,b,Circ,4,[2;2;2],solv,[14s;24s;168s]
GHAT[168;3],168,4,b,Circ,4,[2;2;2],solv,[6s;56s;168s]
GHAT[168;4],168,4,b,Circ,4,[2;2;2],solv,[8s;42s;168s]
GHAT[168;5],168,6,b,Cay,4,[2;2;2],solv,[24s;42s;56s]
GHAT[168;6],168,4,b,AbCay,4,[2;2;2],solv,[12s;28s;84s]
GHAT[168;7],168,4,b,Circ,4,[2;2;2],solv,[24s;28s;168s]
GHAT[168;8],168,4,b,Circ,4,[2;2;2],solv,[12s;56s;168s]
GHAT[168;9],168,4,b,Circ,4,[2;2;2],solv,[8s;84s;168s]
GHAT[168;10],168,6,b,Cay,4,[2;2;2],solv,[24s;56s;84s]
GHAT[168;11],168,6,b,Cay,16,[2;8],n-solv,[6s;8s;24s]
GHAT[168;12],168,6,nb,Cay,4,[2;2],solv,[8s;21s;84s]
GHAT[168;13],168,6,nb,Cay,4,[2;2],solv,[8s;42s;84s]
GHAT[168;14],168,6,nb,Cay,4,[2;2],solv,[12s;21s;56s]
GHAT[168;15],168,6,nb,Cay,4,[2;2],solv,[12s;42s;56s]
GHAT[168;16],168,4,b,n-Cay,4,[2],n-solv,[4s;6s;8s]
GHAT[168;17],168,6,b,n-Cay,4,[2],n-solv,[6s;6s;8s]
GHAT[168;18],168,6,b,Cay,8,[4],n-solv,[6s;8s;8s]
GHAT[168;19],168,6,b,n-Cay,8,[4],n-solv,[6s;8s;14s]
GHAT[168;20],168,3,nb,Cay,4,[2;2],n-solv,[3s;8s;14s]
GHAT[168;21],168,4,nb,Cay,4,[2;2],n-solv,[4s;6s;8s]
GHAT[168;22],168,6,nb,Cay,4,[2;2],n-solv,[6s;7s;14s]
GHAT[168;23],168,6,nb,Cay,4,[2;2],n-solv,[6s;7s;8s]
GHAT[168;24],168,3,nb,Cay,8,[2],n-solv,[3s;8s;28s]
GHAT[168;25],168,4,nb,Cay,4,[2;2],n-solv,[4s;8s;14s]
GHAT[168;26],168,4,nb,Cay,4,[2;2],n-solv,[4s;7s;8s]
GHAT[168;27],168,6,b,n-Cay,4,[2],n-solv,[6s;8s;14s]
GHAT[168;28],168,4,b,n-Cay,4,[2],n-solv,[4s;8s;14s]
GHAT[168;29],168,8,b,Cay,8,[4],n-solv,[8s;8s;12s]
GHAT[168;30],168,4,b,Cay,8,[4],n-solv,[4s;8s;12s]
GHAT[169;1],169,4,nb,AbCay,8,[2],solv,[4s;13s;26s]
GHAT[170;1],170,4,b,Circ,4,[2;2;2],solv,[10s;34s;170s]
GHAT[170;2],170,6,b,Cay,4,[2],solv,[20c;20c;34s]
GHAT[170;3],170,6,b,Cay,4,[2],solv,[10s;68c;68c]
GHAT[170;4],170,4,b,Circ,4,[2],solv,[4c;4c;170s]
GHAT[170;5],170,4,b,Circ,4,[2],solv,[4c;4c;170s]
GHAT[171;1],171,4,nb,Circ,4,[2;2],solv,[18s;38s;171s]
GHAT[171;2],171,4,nb,AbCay,4,[2;2],solv,[6s;57s;114s]
GHAT[174;1],174,4,b,Circ,4,[2;2;2],solv,[6s;58s;174s]
GHAT[174;2],174,6,b,Cay,4,[2],solv,[12c;12c;58s]
GHAT[175;1],175,4,nb,Circ,4,[2;2],solv,[14s;50s;175s]
GHAT[175;2],175,4,nb,AbCay,4,[2;2],solv,[10s;35s;70s]
GHAT[176;1],176,4,b,Circ,4,[2;2;2],solv,[16s;22s;176s]
GHAT[176;2],176,4,b,AbCay,4,[2;2;2],solv,[8s;44s;88s]
GHAT[176;3],176,4,b,Circ,4,[2;2;2],solv,[16s;44s;176s]
GHAT[176;4],176,4,b,AbCay,4,[2;2;2],solv,[8s;44s;88s]
GHAT[177;1],177,4,nb,Circ,4,[2;2],solv,[6s;118s;177s]
GHAT[178;1],178,4,b,Circ,4,[2],solv,[4c;4c;178s]
GHAT[180;1],180,6,b,Cay,8,[2;2;4],solv,[6s;20s;60s]
GHAT[180;2],180,4,b,AbCay,4,[2],solv,[4c;4c;30s]
GHAT[180;3],180,4,b,Cay,4,[2;2;2],solv,[4s;20s;30s]
GHAT[180;4],180,6,b,n-Cay,4,[2],solv,[6s;40c;40c]
GHAT[180;5],180,8,nb,Cay,4,[2;2],solv,[18s;20s;45s]
GHAT[180;6],180,6,nb,Cay,4,[2;2],solv,[6s;15s;60s]
GHAT[180;7],180,6,nb,Cay,4,[2;2],solv,[12s;15s;30s]
GHAT[180;8],180,6,b,Cay,4,[2],solv,[10s;36c;36c]
GHAT[180;9],180,4,b,Circ,4,[2;2;2],solv,[10s;36s;180s]
GHAT[180;10],180,4,b,AbCay,4,[2;2;2],solv,[6s;60s;60s]
GHAT[180;11],180,6,b,Cay,4,[2;2;2],solv,[12s;30s;60s]
GHAT[180;12],180,4,b,AbCay,4,[2;2;2],solv,[12s;30s;60s]
GHAT[180;13],180,4,b,Circ,4,[2;2;2],solv,[18s;20s;180s]
GHAT[180;14],180,4,b,AbCay,4,[2;2;2],solv,[20s;36s;90s]
GHAT[180;15],180,8,b,Cay,4,[2],solv,[12c;12c;30s]
GHAT[180;16],180,4,b,AbCay,4,[2;2;2],solv,[12s;30s;60s]
GHAT[180;17],180,5,nb,n-Cay,8,[4],n-solv,[5s;8s;10s]
GHAT[180;18],180,4,nb,n-Cay,4,[2],n-solv,[4s;5s;8s]
GHAT[180;19],180,6,b,n-Cay,4,[2],n-solv,[6s;10s;12s]
GHAT[180;20],180,6,b,n-Cay,8,[4],n-solv,[6s;6s;30s]
GHAT[180;21],180,6,nb,Cay,4,[2;2],n-solv,[6s;12s;15s]
GHAT[180;22],180,4,nb,Cay,4,[2;2],n-solv,[4s;6s;15s]
GHAT[180;23],180,6,b,n-Cay,4,[2],n-solv,[6s;10s;30s]
GHAT[180;24],180,3,nb,Cay,4,[2;2],n-solv,[3s;10s;30s]
GHAT[180;25],180,6,nb,Cay,4,[2;2],n-solv,[6s;10s;15s]
GHAT[180;26],180,6,nb,Cay,4,[2;2],n-solv,[6s;15s;30s]
GHAT[180;27],180,4,b,n-Cay,16,[8],n-solv,[4s;8s;10s]
GHAT[180;28],180,6,b,n-Cay,32,[16],n-solv,[6s;8s;20s]
GHAT[182;1],182,4,b,Circ,4,[2;2;2],solv,[14s;26s;182s]
GHAT[182;2],182,6,b,Cay,4,[2],solv,[26s;28c;28c]
GHAT[183;1],183,4,nb,Circ,4,[2;2],solv,[6s;122s;183s]
GHAT[184;1],184,4,b,Circ,4,[2;2;2],solv,[8s;46s;184s]
GHAT[184;2],184,4,b,Circ,4,[2;2;2],solv,[8s;92s;184s]
GHAT[185;1],185,4,nb,Circ,4,[2;2],solv,[10s;74s;185s]
GHAT[186;1],186,4,b,Circ,4,[2;2;2],solv,[6s;62s;186s]
GHAT[187;1],187,4,nb,Circ,4,[2;2],solv,[22s;34s;187s]
GHAT[189;1],189,4,nb,Circ,4,[2;2],solv,[14s;54s;189s]
GHAT[189;2],189,4,nb,AbCay,4,[2;2],solv,[6s;63s;126s]
GHAT[189;3],189,4,nb,AbCay,4,[2;2],solv,[18s;42s;63s]
GHAT[189;4],189,6,nb,Cay,4,[2;2],solv,[6s;21s;42s]
GHAT[190;1],190,4,b,Circ,4,[2;2;2],solv,[10s;38s;190s]
GHAT[190;2],190,6,b,Cay,4,[2],solv,[10s;76c;76c]
GHAT[192;1],192,6,b,Cay,16,[2;2;8],solv,[6s;8s;12s]
GHAT[192;2],192,3,nb,Cay,4,[2;2],solv,[3s;6s;16s]
GHAT[192;3],192,6,b,Cay,4,[2;2;2],solv,[8s;12s;12s]
GHAT[192;4],192,6,b,Cay,4,[2],solv,[8s;12c;12c]
GHAT[192;5],192,6,b,Cay,4,[2;2;2],solv,[6s;8s;12s]
GHAT[192;6],192,6,b,Cay,4,[2;2;2],solv,[6s;16s;48s]
GHAT[192;7],192,8,b,Cay,16,[2;2;8],solv,[8s;12s;24s]
GHAT[192;8],192,8,b,Cay,4,[2;2;2],solv,[12s;16s;48s]
GHAT[192;9],192,8,b,Cay,16,[2;2;8],solv,[8s;12s;24s]
GHAT[192;10],192,6,b,Cay,4,[2;2;2],solv,[6s;8s;12s]
GHAT[192;11],192,6,b,Cay,4,[2;2;2],solv,[6s;8s;12s]
GHAT[192;12],192,6,b,Cay,4,[2;2;2],solv,[6s;8s;12s]
GHAT[192;13],192,6,b,Cay,4,[2;2;2],solv,[6s;6s;8s]
GHAT[192;14],192,6,b,Cay,8,[2;4],solv,[6s;8s;24s]
GHAT[192;15],192,6,b,Cay,4,[2],solv,[6c;6c;8s]
GHAT[192;16],192,8,b,Cay,8,[2;4],solv,[8s;12s;24s]
GHAT[192;17],192,6,b,Cay,4,[2;2;2],solv,[8s;12s;12s]
GHAT[192;18],192,6,b,Cay,4,[2],solv,[8s;12c;12c]
GHAT[192;19],192,4,b,Circ,4,[2;2;2],solv,[6s;64s;192s]
GHAT[192;20],192,4,b,AbCay,4,[2;2;2],solv,[12s;32s;96s]
GHAT[192;21],192,4,b,Circ,4,[2;2;2],solv,[12s;64s;192s]
GHAT[192;22],192,4,b,AbCay,4,[2;2;2],solv,[8s;48s;48s]
GHAT[192;23],192,4,b,AbCay,4,[2;2;2],solv,[16s;24s;48s]
GHAT[192;24],192,6,b,Cay,4,[2;2;2],solv,[16s;24s;48s]
GHAT[192;25],192,4,b,AbCay,4,[2;2;2],solv,[8s;96s;96s]
GHAT[192;26],192,4,b,AbCay,4,[2;2;2],solv,[24s;32s;96s]
GHAT[192;27],192,6,b,Cay,4,[2;2;2],solv,[24s;32s;96s]
GHAT[192;28],192,6,b,Cay,4,[2;2;2],solv,[12s;16s;48s]
GHAT[192;29],192,6,b,Cay,4,[2;2;2],solv,[12s;32s;96s]
GHAT[192;30],192,4,b,AbCay,4,[2;2;2],solv,[16s;24s;48s]
GHAT[192;31],192,6,b,Cay,8,[2;2;4],solv,[8s;12s;48s]
GHAT[192;32],192,6,b,Cay,8,[2;2;4],solv,[8s;24s;24s]
GHAT[192;33],192,6,b,Cay,4,[2;2;2],solv,[8s;48s;48s]
GHAT[192;34],192,6,b,Cay,4,[2;2;2],solv,[16s;24s;48s]
GHAT[192;35],192,6,b,Cay,4,[2;2;2],solv,[16s;24s;48s]
GHAT[192;36],192,6,b,Cay,4,[2;2;2],solv,[16s;24s;48s]
GHAT[192;37],192,6,b,Cay,8,[2;2;4],solv,[8s;24s;48s]
GHAT[192;38],192,6,b,Cay,8,[2;2;4],solv,[8s;48s;48s]
GHAT[192;39],192,6,b,Cay,4,[2;2;2],solv,[16s;24s;48s]
GHAT[192;40],192,8,b,Cay,4,[2;2;2],solv,[8s;12s;24s]
GHAT[192;41],192,8,b,Cay,4,[2;2;2],solv,[12s;16s;48s]
GHAT[192;42],192,8,b,Cay,4,[2;2;2],solv,[8s;24s;24s]
GHAT[192;43],192,8,b,Cay,4,[2;2;2],solv,[16s;24s;48s]
GHAT[192;44],192,8,b,Cay,4,[2],solv,[8s;48c;48c]
GHAT[192;45],192,4,b,Cay,4,[2;2;2],solv,[4s;12s;24s]
GHAT[192;46],192,4,b,Cay,4,[2;2;2],solv,[4s;24s;24s]
GHAT[192;47],192,8,b,Cay,4,[2;2;2],solv,[8s;12s;24s]
GHAT[192;48],192,8,b,Cay,16,[2;2;2;2;8],solv,[8s;12s;24s]
GHAT[192;49],192,8,b,Cay,16,[2;2;2;2;8],solv,[8s;24s;24s]
GHAT[192;50],192,6,b,Cay,8,[2;4],solv,[6s;8s;12s]
GHAT[192;51],192,8,b,Cay,8,[2;4],solv,[8s;12s;12s]
GHAT[192;52],192,4,b,Cay,4,[2;2;2],solv,[4s;6s;12s]
GHAT[192;53],192,6,b,Cay,4,[2;2;2],solv,[6s;8s;12s]
GHAT[192;54],192,4,b,Cay,8,[2;4],solv,[4s;6s;24s]
GHAT[192;55],192,4,b,Cay,8,[2;4],solv,[4s;12s;24s]
GHAT[192;56],192,6,b,Cay,8,[2;2;4],solv,[8s;24s;24s]
GHAT[192;57],192,6,b,Cay,8,[2;2;4],solv,[8s;48s;48s]
GHAT[192;58],192,6,b,Cay,4,[2;2;2],solv,[8s;12s;24s]
GHAT[192;59],192,6,b,Cay,4,[2;2;2],solv,[12s;16s;48s]
GHAT[192;60],192,6,b,Cay,4,[2;2;2],solv,[6s;8s;24s]
GHAT[192;61],192,6,b,Cay,4,[2;2;2],solv,[6s;16s;48s]
GHAT[192;62],192,8,b,Cay,8,[2;2;4],solv,[8s;12s;24s]
GHAT[192;63],192,4,b,Cay,4,[2;2;2],solv,[4s;12s;24s]
GHAT[192;64],192,4,b,Cay,4,[2;2;2],solv,[4s;12s;24s]
GHAT[192;65],192,8,b,Cay,4,[2;2;2],solv,[8s;12s;24s]
GHAT[192;66],192,8,b,Cay,4,[2;2;2],solv,[8s;12s;24s]
GHAT[192;67],192,6,b,n-Cay,4,[2],solv,[8s;96s;96s]
GHAT[192;68],192,3,nb,Cay,4,[2;2],solv,[3s;16s;24s]
GHAT[192;69],192,6,nb,Cay,4,[2;2],solv,[6s;16s;24s]
GHAT[192;70],192,6,nb,Cay,4,[2;2],solv,[12s;16s;24s]
GHAT[192;71],192,6,nb,Cay,4,[2;2],solv,[12s;16s;24s]
GHAT[192;72],192,6,b,n-Cay,4,[2],solv,[6s;8s;12s]
GHAT[192;73],192,6,b,n-Cay,4,[2],solv,[6s;8s;12s]
GHAT[192;74],192,8,b,Cay,4,[2],solv,[8s;12c;12c]
GHAT[192;75],192,6,b,Cay,4,[2],solv,[6c;6c;8s]
GHAT[192;76],192,8,b,Cay,8,[4],solv,[8s;48s;48s]
GHAT[194;1],194,4,b,Circ,4,[2],solv,[4c;4c;194s]
GHAT[195;1],195,4,nb,Circ,4,[2;2],solv,[26s;30s;195s]
GHAT[195;2],195,4,nb,Circ,4,[2;2],solv,[10s;78s;195s]
GHAT[195;3],195,4,nb,Circ,4,[2;2],solv,[6s;130s;195s]
GHAT[196;1],196,4,b,AbCay,8,[2;2;4],solv,[4s;14s;28s]
GHAT[196;2],196,8,b,n-Cay,4,[2],solv,[8s;8s;14s]
GHAT[196;3],196,4,b,AbCay,4,[2;2;2],solv,[14s;28s;28s]
GHAT[198;1],198,6,b,Cay,8,[2;4],solv,[6s;44s;66s]
GHAT[198;2],198,4,b,Circ,4,[2;2;2],solv,[18s;22s;198s]
GHAT[198;3],198,4,b,AbCay,4,[2;2;2],solv,[6s;66s;66s]
GHAT[200;1],200,8,b,Cay,8,[4],solv,[8c;8c;10s]
GHAT[200;2],200,4,b,AbCay,8,[2;2;4],solv,[4s;20s;20s]
GHAT[200;3],200,4,b,Cay,4,[2],solv,[4s;8c;8c]
GHAT[200;4],200,6,b,Cay,8,[2;2;4],solv,[8s;10s;40s]
GHAT[200;5],200,6,b,Cay,8,[2;2;4],solv,[8s;20s;40s]
GHAT[200;6],200,6,b,Cay,4,[2],solv,[10s;40c;40c]
GHAT[200;7],200,4,b,AbCay,4,[2;2;2],solv,[10s;40s;40s]
GHAT[200;8],200,6,b,Cay,4,[2],solv,[8c;8c;50s]
GHAT[200;9],200,4,b,Circ,4,[2;2;2],solv,[8s;50s;200s]
GHAT[200;10],200,6,b,Cay,4,[2],solv,[20s;20c;20c]
GHAT[200;11],200,4,b,AbCay,4,[2],solv,[4c;4c;100s]
GHAT[200;12],200,6,b,Cay,4,[2],solv,[20s;40c;40c]
GHAT[200;13],200,4,b,AbCay,4,[2;2;2],solv,[20s;40s;40s]
GHAT[200;14],200,6,b,Cay,4,[2],solv,[8c;8c;100s]
GHAT[200;15],200,4,b,Circ,4,[2;2;2],solv,[8s;100s;200s]
GHAT[201;1],201,4,nb,Circ,4,[2;2],solv,[6s;134s;201s]
GHAT[202;1],202,4,b,Circ,4,[2],solv,[4c;4c;202s]
GHAT[203;1],203,4,nb,Circ,4,[2;2],solv,[14s;58s;203s]
GHAT[204;1],204,6,nb,Cay,4,[2;2],solv,[6s;51s;68s]
GHAT[204;2],204,4,b,Circ,4,[2;2;2],solv,[12s;34s;204s]
GHAT[204;3],204,6,b,Cay,4,[2],solv,[12c;12c;34s]
GHAT[204;4],204,4,b,Circ,4,[2;2;2],solv,[6s;68s;204s]
GHAT[204;5],204,4,b,AbCay,4,[2;2;2],solv,[12s;68s;102s]
GHAT[205;1],205,4,nb,Circ,4,[2;2],solv,[10s;82s;205s]
GHAT[207;1],207,4,nb,Circ,4,[2;2],solv,[18s;46s;207s]
GHAT[207;2],207,4,nb,AbCay,4,[2;2],solv,[6s;69s;138s]
GHAT[208;1],208,4,b,Circ,4,[2;2;2],solv,[16s;26s;208s]
GHAT[208;2],208,6,b,Cay,4,[2],solv,[16c;16c;26s]
GHAT[208;3],208,4,b,AbCay,4,[2;2;2],solv,[8s;52s;104s]
GHAT[208;4],208,6,b,Cay,4,[2],solv,[8c;8c;52s]
GHAT[208;5],208,4,b,Circ,4,[2;2;2],solv,[16s;52s;208s]
GHAT[208;6],208,6,b,Cay,4,[2],solv,[16c;16c;52s]
GHAT[208;7],208,4,b,AbCay,4,[2;2;2],solv,[8s;52s;104s]
GHAT[208;8],208,4,b,AbCay,4,[2],solv,[4c;4c;52s]
GHAT[208;9],208,6,b,Cay,4,[2],solv,[8c;8c;52s]
GHAT[209;1],209,4,nb,Circ,4,[2;2],solv,[22s;38s;209s]
GHAT[210;1],210,4,b,Circ,4,[2;2;2],solv,[14s;30s;210s]
GHAT[210;2],210,4,b,Circ,4,[2;2;2],solv,[10s;42s;210s]
GHAT[210;3],210,6,b,Cay,16,[2;8],n-solv,[6s;30s;40s]
GHAT[210;4],210,6,b,Cay,4,[2;2;2],solv,[30s;42s;70s]
GHAT[210;5],210,4,b,Circ,4,[2;2;2],solv,[6s;70s;210s]
GHAT[210;6],210,6,b,Cay,4,[2],solv,[10s;84c;84c]
GHAT[210;7],210,6,nb,n-Cay,4,[2],n-solv,[10s;21s;35s]
GHAT[210;8],210,6,nb,n-Cay,8,[4],n-solv,[6s;35s;42s]
GHAT[212;1],212,4,b,AbCay,4,[2],solv,[4c;4c;106s]
GHAT[213;1],213,4,nb,Circ,4,[2;2],solv,[6s;142s;213s]
GHAT[215;1],215,4,nb,Circ,4,[2;2],solv,[10s;86s;215s]
GHAT[216;1],216,6,b,Cay,8,[2;4],solv,[6s;12s;12s]
GHAT[216;2],216,6,b,Cay,4,[2],solv,[6s;24c;24c]
GHAT[216;3],216,6,b,Cay,8,[2;2;4],solv,[6s;24s;24s]
GHAT[216;4],216,6,b,Cay,4,[2;2;2],solv,[6s;8s;24s]
GHAT[216;5],216,6,b,Cay,24,[2;4],solv,[6s;12s;12s]
GHAT[216;6],216,4,b,Cay,4,[2;2;2],solv,[4s;12s;12s]
GHAT[216;7],216,6,b,Cay,8,[2;2;4],solv,[12s;24s;24s]
GHAT[216;8],216,8,b,Cay,4,[2;2;2],solv,[8s;12s;24s]
GHAT[216;9],216,6,b,Cay,4,[2;2;2],solv,[12s;18s;18s]
GHAT[216;10],216,6,b,Cay,4,[2;2;2],solv,[6s;18s;36s]
GHAT[216;11],216,6,b,Cay,4,[2;2;2],solv,[6s;6s;12s]
GHAT[216;12],216,6,b,Cay,4,[2],solv,[6s;8c;8c]
GHAT[216;13],216,6,b,Cay,4,[2;2;2],solv,[6s;8s;24s]
GHAT[216;14],216,6,b,Cay,8,[2;2;4],solv,[6s;24s;24s]
GHAT[216;15],216,4,b,Cay,4,[2;2;2],solv,[4s;12s;12s]
GHAT[216;16],216,8,b,Cay,8,[2;2;4],solv,[12s;12s;12s]
GHAT[216;17],216,8,b,Cay,4,[2;2;2],solv,[8s;12s;24s]
GHAT[216;18],216,8,b,Cay,8,[2;2;4],solv,[12s;24s;24s]
GHAT[216;19],216,4,b,AbCay,4,[2;2;2],solv,[6s;72s;72s]
GHAT[216;20],216,4,b,AbCay,4,[2;2;2],solv,[18s;24s;72s]
GHAT[216;21],216,6,b,Cay,4,[2;2;2],solv,[6s;24s;24s]
GHAT[216;22],216,4,b,Circ,4,[2;2;2],solv,[8s;54s;216s]
GHAT[216;23],216,6,b,Cay,4,[2;2;2],solv,[18s;24s;72s]
GHAT[216;24],216,4,b,AbCay,4,[2;2;2],solv,[12s;36s;36s]
GHAT[216;25],216,4,b,AbCay,4,[2;2;2],solv,[12s;72s;72s]
GHAT[216;26],216,4,b,AbCay,4,[2;2;2],solv,[24s;36s;72s]
GHAT[216;27],216,8,b,Cay,4,[2;2;2],solv,[12s;24s;24s]
GHAT[216;28],216,6,b,Cay,4,[2;2;2],solv,[24s;36s;72s]
GHAT[216;29],216,4,b,Circ,4,[2;2;2],solv,[8s;108s;216s]
GHAT[216;30],216,6,nb,Cay,4,[2;2],solv,[8s;27s;108s]
GHAT[216;31],216,6,nb,Cay,4,[2;2],solv,[8s;54s;108s]
GHAT[216;32],216,6,nb,Cay,4,[2;2],solv,[9s;24s;36s]
GHAT[216;33],216,6,nb,Cay,4,[2;2],solv,[18s;24s;36s]
GHAT[216;34],216,6,nb,Cay,4,[2;2],solv,[9s;12s;72s]
GHAT[216;35],216,6,nb,Cay,4,[2;2],solv,[12s;18s;72s]
