name,|V|,gir,bip,CayTy,|G_v|,solv,rad,AtNo,AtTy,AltExp,AltPer,AltSeq,CCa,CCb,MetaCircTy
HAT[480;33],480,8,b,Cay,2,solv,120,120,tight,1,4,[120],16,24,{2;4}
HAT[480;34],480,8,b,Cay,2,solv,60,30,---,2,4,[60;120],8,24,{}
HAT[480;35],480,8,b,Cay,2,solv,10,5,---,3,12,[10;20;40],12,24,{}
HAT[480;36],480,8,b,Cay,2,solv,30,15,---,3,4,[30;60;120],8,12,{}
HAT[480;37],480,4,b,Cay,2,solv,30,15,---,3,4,[30;60;120],4,24,{}
HAT[480;38],480,4,b,Cay,2,solv,60,30,---,2,4,[60;120],4,12,{}
HAT[480;39],480,8,b,Cay,2,solv,60,30,---,2,4,[60;120],8,24,{}
HAT[480;40],480,8,b,Cay,2,solv,30,10,---,2,4,[30;120],8,12,{}
HAT[480;41],480,4,b,Cay,2,solv,30,10,---,2,4,[30;120],4,24,{}
HAT[480;42],480,8,b,Cay,2,solv,15,5,---,2,4,[15;120],8,12,{}
HAT[480;43],480,4,b,Cay,2,solv,15,5,---,2,4,[15;120],4,24,{}
HAT[480;44],480,5,nb,n-Cay,2,n-solv,5,1,loose,2,1,[5;480],5,6,{}
HAT[483;1],483,6,nb,Cay,2,solv,7,7,tight,1,69,[7],69,138,{2}
HAT[483;2],483,6,nb,Cay,2,solv,161,161,tight,1,3,[161],6,69,{2;4}
HAT[486;1],486,8,b,Cay,4,solv,9,1,loose,2,6,[9;81],12,18,{}
HAT[486;2],486,8,b,n-Cay,2,solv,9,1,loose,2,6,[9;81],12,12,{}
HAT[486;3],486,4,b,n-Cay,2,solv,9,1,loose,2,2,[9;243],4,12,{}
HAT[486;4],486,4,b,n-Cay,2,solv,9,1,loose,2,2,[9;243],4,12,{}
HAT[486;5],486,4,b,n-Cay,2,solv,9,1,loose,2,2,[9;243],4,12,{}
HAT[486;6],486,6,b,Cay,2,solv,9,9,tight,1,54,[9],54,54,{2;4}
HAT[486;7],486,8,b,Cay,2,solv,27,27,tight,1,18,[27],18,54,{1;2;3;4}
HAT[486;8],486,8,b,Cay,2,solv,27,27,tight,1,18,[27],18,54,{2;4}
HAT[486;9],486,8,b,Cay,2,solv,27,27,tight,1,18,[27],18,54,{2;4}
HAT[486;10],486,6,b,Cay,2,solv,27,27,tight,1,18,[27],18,54,{2;4}
HAT[486;11],486,8,b,Cay,2,solv,9,3,---,2,18,[9;27],18,18,{}
HAT[486;12],486,6,b,Cay,2,solv,81,81,tight,1,6,[81],6,162,{1;2;3;4}
HAT[486;13],486,6,b,Cay,2,solv,27,9,---,2,6,[27;81],6,54,{}
HAT[486;14],486,8,b,Cay,2,solv,9,1,loose,2,6,[9;81],18,18,{}
HAT[486;15],486,6,b,Cay,2,solv,9,3,---,2,6,[9;81],18,18,{}
HAT[486;16],486,6,b,Cay,2,solv,3,1,loose,2,6,[3;81],18,18,{}
HAT[486;17],486,6,b,Cay,2,solv,9,3,---,2,6,[9;81],6,18,{}
HAT[486;18],486,6,b,Cay,2,solv,9,3,---,2,6,[9;81],18,18,{}
HAT[486;19],486,6,b,Cay,2,solv,9,1,loose,2,6,[9;81],6,18,{}
HAT[486;20],486,6,b,Cay,2,solv,9,3,---,3,6,[9;27;81],6,18,{}
HAT[486;21],486,6,b,Cay,2,solv,9,3,---,2,6,[9;81],6,18,{}
HAT[486;22],486,6,b,Cay,2,solv,9,3,---,2,6,[9;81],6,6,{}
HAT[486;23],486,6,b,Cay,2,solv,9,3,---,2,6,[9;81],6,18,{}
HAT[486;24],486,6,b,Cay,2,solv,3,1,loose,2,6,[3;81],6,18,{}
HAT[489;1],489,3,nb,Cay,2,solv,163,163,tight,1,3,[163],3,6,{2}
HAT[492;1],492,4,b,Cay,2,solv,123,123,tight,1,4,[123],4,12,{2;4}
HAT[492;2],492,8,b,n-Cay,2,solv,41,41,tight,1,12,[41],24,24,{2}
HAT[495;1],495,6,nb,Cay,2,solv,11,11,tight,1,45,[11],45,90,{2}
HAT[495;2],495,6,nb,Cay,2,solv,11,11,tight,1,45,[11],45,90,{2}
HAT[495;3],495,8,nb,Cay,2,solv,33,33,tight,1,15,[33],15,30,{2;4}
HAT[495;4],495,6,nb,Cay,2,solv,33,33,tight,1,15,[33],15,30,{2;4}
HAT[495;5],495,8,nb,Cay,2,solv,99,99,tight,1,5,[99],10,45,{2;4}
HAT[495;6],495,8,nb,Cay,2,solv,99,99,tight,1,5,[99],10,45,{2;4}
HAT[497;1],497,7,nb,Cay,2,solv,71,71,tight,1,7,[71],7,14,{2}
HAT[497;2],497,7,nb,Cay,2,solv,71,71,tight,1,7,[71],7,14,{2}
HAT[497;3],497,7,nb,Cay,2,solv,71,71,tight,1,7,[71],7,14,{2}
HAT[500;1],500,8,b,Cay,2,solv,5,1,loose,2,20,[5;25],20,20,{}
HAT[500;2],500,8,b,Cay,2,solv,25,25,tight,1,20,[25],20,20,{2}
HAT[500;3],500,6,b,Cay,2,solv,25,25,tight,1,20,[25],20,20,{2}
HAT[500;4],500,8,b,Cay,2,solv,25,25,tight,1,20,[25],20,100,{1;2;3;4}
HAT[500;5],500,8,b,Cay,2,solv,25,25,tight,1,20,[25],20,100,{1;2;3;4}
HAT[500;6],500,4,b,Cay,2,solv,25,5,---,2,4,[25;125],4,20,{4}
HAT[500;7],500,4,b,Cay,2,solv,25,5,---,2,4,[25;125],4,100,{4}
HAT[500;8],500,4,b,Cay,2,solv,5,1,loose,2,4,[5;125],4,20,{}
HAT[500;9],500,8,b,Cay,2,solv,50,50,tight,1,10,[50],10,100,{1;2;3;4}
HAT[500;10],500,8,b,Cay,2,solv,50,50,tight,1,10,[50],10,100,{1;2;3;4}
HAT[500;11],500,8,b,Cay,2,solv,50,50,tight,1,10,[50],20,50,{1;2;3;4}
HAT[500;12],500,8,b,Cay,2,solv,50,50,tight,1,10,[50],20,50,{1;2;3;4}
HAT[504;1],504,8,b,Cay,2,solv,21,7,---,2,8,[21;63],8,56,{}
HAT[504;2],504,8,b,Cay,2,solv,4,1,loose,2,14,[4;36],28,56,{}
HAT[504;3],504,4,b,Cay,2,solv,28,7,---,2,2,[28;252],4,56,{}
HAT[504;4],504,8,b,Cay,2,solv,28,7,---,2,2,[28;252],8,28,{}
HAT[504;5],504,8,nb,Cay,2,solv,6,3,---,3,21,[6;12;24],21,42,{}
HAT[504;6],504,8,nb,Cay,2,solv,18,9,---,3,7,[18;36;72],14,63,{}
HAT[504;7],504,6,b,Cay,2,solv,14,7,---,2,18,[14;28],18,18,{}
HAT[504;8],504,6,b,Cay,2,solv,21,7,---,2,6,[21;84],6,12,{}
HAT[504;9],504,6,b,Cay,2,solv,21,7,---,2,6,[21;84],6,12,{}
HAT[504;10],504,6,b,Cay,2,solv,42,21,---,2,6,[42;84],6,6,{}
HAT[504;11],504,6,b,Cay,2,solv,42,21,---,2,6,[42;84],6,6,{}
HAT[504;12],504,6,b,Cay,2,solv,7,7,tight,1,72,[7],72,72,{2}
HAT[504;13],504,6,b,Cay,2,solv,21,21,tight,1,24,[21],24,24,{2}
HAT[504;14],504,6,b,Cay,2,solv,21,21,tight,1,24,[21],24,24,{2}
HAT[504;15],504,8,b,Cay,2,solv,14,14,tight,1,36,[14],36,36,{2;4}
HAT[504;16],504,8,b,Cay,2,solv,42,42,tight,1,12,[42],12,12,{2;4}
HAT[504;17],504,8,b,Cay,2,solv,42,42,tight,1,12,[42],12,12,{2;4}
HAT[504;18],504,8,b,Cay,2,solv,14,14,tight,1,36,[14],72,72,{2;4}
HAT[504;19],504,8,b,Cay,2,solv,42,42,tight,1,12,[42],24,24,{2;4}
HAT[504;20],504,8,b,Cay,2,solv,42,42,tight,1,12,[42],24,24,{2;4}
HAT[504;21],504,8,b,Cay,2,solv,28,28,tight,1,18,[28],18,72,{2;4}
HAT[504;22],504,8,b,Cay,2,solv,28,28,tight,1,18,[28],18,72,{2;4}
HAT[504;23],504,6,b,Cay,2,solv,84,84,tight,1,6,[84],6,24,{2;4}
HAT[504;24],504,6,b,Cay,2,solv,84,84,tight,1,6,[84],6,24,{2;4}
HAT[504;25],504,6,b,Cay,2,solv,84,84,tight,1,6,[84],6,24,{2;4}
HAT[504;26],504,8,b,Cay,2,solv,28,28,tight,1,18,[28],36,72,{2;4}
HAT[504;27],504,8,b,Cay,2,solv,28,28,tight,1,18,[28],36,72,{2;4}
HAT[504;28],504,8,b,Cay,2,solv,84,84,tight,1,6,[84],12,24,{2;4}
HAT[504;29],504,8,b,Cay,2,solv,84,84,tight,1,6,[84],12,24,{2;4}
HAT[504;30],504,8,b,Cay,2,solv,84,84,tight,1,6,[84],12,24,{2;4}
HAT[504;31],504,8,b,Cay,2,solv,84,84,tight,1,6,[84],12,24,{2;4}
HAT[504;32],504,6,nb,Cay,2,solv,28,14,---,2,9,[28;56],9,36,{}
HAT[504;33],504,6,nb,Cay,2,solv,28,14,---,2,9,[28;56],18,36,{}
HAT[504;34],504,3,nb,Cay,2,solv,84,42,---,2,3,[84;168],3,12,{}
HAT[504;35],504,6,nb,Cay,2,solv,84,42,---,2,3,[84;168],6,12,{}
HAT[504;36],504,6,nb,Cay,2,solv,42,14,---,2,3,[42;168],6,24,{}
HAT[504;37],504,3,nb,Cay,2,solv,42,14,---,2,3,[42;168],3,24,{}
HAT[505;1],505,5,nb,Cay,2,solv,101,101,tight,1,5,[101],5,10,{2}
HAT[505;2],505,5,nb,Cay,2,solv,101,101,tight,1,5,[101],5,10,{2}
HAT[506;1],506,8,b,Cay,2,solv,23,23,tight,1,22,[23],22,22,{2}
HAT[506;2],506,6,b,Cay,2,solv,23,23,tight,1,22,[23],22,22,{2}
HAT[506;3],506,8,b,Cay,2,solv,23,23,tight,1,22,[23],22,22,{2}
HAT[506;4],506,8,b,Cay,2,solv,23,23,tight,1,22,[23],22,22,{2}
HAT[506;5],506,8,b,Cay,2,solv,23,23,tight,1,22,[23],22,22,{2}
HAT[507;1],507,6,nb,Cay,2,solv,13,13,tight,1,39,[13],39,78,{2}
HAT[507;2],507,6,nb,Cay,2,solv,13,1,loose,2,3,[13;169],6,39,{4}
HAT[507;3],507,3,nb,Cay,2,solv,169,169,tight,1,3,[169],3,6,{2}
HAT[512;1],512,8,b,Cay,2,solv,16,16,tight,1,32,[16],32,32,{2;4}
HAT[512;2],512,8,b,Cay,2,solv,16,16,tight,1,32,[16],64,64,{2;4}
HAT[512;3],512,8,b,Cay,2,solv,32,32,tight,1,16,[32],16,64,{1;2;3;4}
HAT[512;4],512,8,b,Cay,2,solv,32,32,tight,1,16,[32],32,64,{1;2;3;4}
HAT[512;5],512,8,b,Cay,2,solv,16,8,---,2,16,[16;32],32,32,{4}
HAT[512;6],512,8,b,Cay,2,solv,32,32,tight,1,16,[32],16,64,{2;4}
HAT[512;7],512,8,b,Cay,2,solv,32,32,tight,1,16,[32],16,64,{2;4}
HAT[512;8],512,8,b,Cay,2,solv,32,32,tight,1,16,[32],32,64,{2;4}
HAT[512;9],512,8,b,Cay,2,solv,32,32,tight,1,16,[32],32,64,{2;4}
HAT[512;10],512,8,b,Cay,2,solv,4,1,loose,3,16,[4;16;32],16,16,{}
HAT[512;11],512,8,b,Cay,2,solv,4,1,loose,3,16,[4;16;32],32,32,{}
HAT[512;12],512,8,b,Cay,2,solv,4,1,loose,3,16,[4;16;32],16,16,{}
HAT[512;13],512,8,b,Cay,2,solv,4,1,loose,3,16,[4;16;32],32,32,{}
HAT[512;14],512,8,b,Cay,2,solv,64,64,tight,1,8,[64],8,128,{1;2;3;4}
HAT[512;15],512,8,b,Cay,2,solv,64,64,tight,1,8,[64],16,128,{1;2;3;4}
HAT[512;16],512,8,b,Cay,2,solv,32,16,---,2,8,[32;64],16,64,{4}
HAT[512;17],512,8,b,Cay,2,solv,8,1,loose,2,8,[8;64],32,32,{}
HAT[512;18],512,8,b,Cay,2,solv,8,1,loose,2,8,[8;64],32,32,{}
HAT[512;19],512,8,b,Cay,2,solv,32,16,---,2,8,[32;64],32,64,{1;3;4}
HAT[512;20],512,8,b,Cay,2,solv,32,16,---,2,8,[32;64],32,64,{1;3;4}
HAT[512;21],512,8,b,Cay,4,solv,4,1,loose,3,8,[4;32;64],32,32,{}
HAT[512;22],512,8,b,Cay,2,solv,16,4,---,2,8,[16;64],8,32,{}
HAT[512;23],512,8,b,Cay,2,solv,16,4,---,2,8,[16;64],16,32,{}
HAT[512;24],512,8,b,Cay,2,solv,4,1,loose,3,8,[4;32;64],16,16,{}
HAT[512;25],512,8,b,Cay,2,solv,4,1,loose,3,8,[4;32;64],16,16,{}
HAT[512;26],512,8,b,Cay,2,solv,4,1,loose,3,8,[4;32;64],8,8,{}
HAT[512;27],512,8,b,Cay,2,solv,4,1,loose,3,8,[4;32;64],16,16,{}
HAT[512;28],512,8,b,Cay,2,solv,4,1,loose,3,8,[4;32;64],8,16,{}
HAT[512;29],512,8,b,Cay,2,solv,4,1,loose,3,8,[4;32;64],8,16,{}
HAT[512;30],512,8,b,Cay,2,solv,4,1,loose,3,8,[4;32;64],16,16,{}
HAT[512;31],512,8,b,Cay,2,solv,4,1,loose,3,8,[4;32;64],16,16,{}
HAT[512;32],512,8,b,Cay,2,solv,4,1,loose,3,8,[4;32;64],16,16,{}
HAT[512;33],512,8,b,Cay,2,solv,4,1,loose,3,8,[4;32;64],16,16,{}
HAT[512;34],512,8,b,Cay,2,solv,4,1,loose,4,8,[4;16;32;64],8,16,{}
HAT[512;35],512,8,b,Cay,2,solv,4,1,loose,4,8,[4;16;32;64],16,16,{}
HAT[512;36],512,8,b,Cay,2,solv,4,1,loose,4,8,[4;16;32;64],8,16,{}
HAT[512;37],512,8,b,Cay,2,solv,4,1,loose,4,8,[4;16;32;64],16,16,{}
HAT[512;38],512,4,b,Cay,2,solv,2,1,loose,4,8,[2;8;32;64],8,16,{}
HAT[512;39],512,8,b,Cay,2,solv,4,2,antipodal,4,8,[4;16;32;64],8,16,{}
HAT[512;40],512,8,b,Cay,2,solv,4,1,loose,4,8,[4;16;32;64],8,16,{}
HAT[512;41],512,8,b,Cay,2,solv,4,1,loose,4,8,[4;16;32;64],8,16,{}
HAT[512;42],512,8,b,Cay,2,solv,4,1,loose,3,8,[4;32;64],8,8,{}
HAT[512;43],512,8,b,Cay,2,solv,4,1,loose,3,8,[4;32;64],16,16,{}
HAT[512;44],512,8,b,Cay,2,solv,4,1,loose,3,8,[4;16;64],8,16,{}
HAT[512;45],512,8,b,Cay,2,solv,4,1,loose,3,8,[4;16;64],8,16,{}
HAT[512;46],512,8,b,Cay,2,solv,4,1,loose,3,8,[4;32;64],8,16,{}
HAT[512;47],512,8,b,Cay,2,solv,4,1,loose,3,8,[4;32;64],8,16,{}
HAT[512;48],512,8,b,Cay,2,solv,8,1,loose,2,8,[8;64],8,16,{}
HAT[512;49],512,8,b,Cay,2,solv,8,1,loose,2,8,[8;64],8,16,{}
HAT[512;50],512,8,b,Cay,2,solv,32,8,---,2,4,[32;128],32,64,{4}
HAT[512;51],512,8,b,Cay,2,solv,8,2,antipodal,3,4,[8;64;128],16,16,{}
HAT[512;52],512,8,b,Cay,2,solv,16,8,---,3,4,[16;64;128],16,32,{}
HAT[512;53],512,8,b,Cay,2,solv,16,4,---,3,4,[16;64;128],16,32,{}
HAT[512;54],512,8,b,Cay,2,solv,16,4,---,3,4,[16;64;128],16,32,{}
HAT[512;55],512,8,b,Cay,2,solv,16,4,---,3,4,[16;64;128],16,32,{}
HAT[512;56],512,8,b,Cay,2,solv,16,4,---,3,4,[16;64;128],16,32,{}
HAT[512;57],512,8,b,Cay,2,solv,16,8,---,3,4,[16;64;128],16,32,{}
HAT[512;58],512,8,b,Cay,2,solv,16,8,---,3,4,[16;64;128],16,32,{}
HAT[512;59],512,8,b,Cay,2,solv,8,2,antipodal,3,4,[8;64;128],16,16,{}
HAT[512;60],512,8,b,Cay,2,solv,16,8,---,3,4,[16;64;128],8,32,{}
HAT[512;61],512,4,b,Cay,2,solv,8,2,antipodal,3,4,[8;64;128],4,16,{}
HAT[512;62],512,8,b,Cay,2,solv,8,2,antipodal,3,4,[8;64;128],8,16,{}
HAT[512;63],512,4,b,Cay,2,solv,4,1,loose,3,4,[4;32;128],4,8,{}
HAT[512;64],512,8,b,Cay,2,solv,4,1,loose,3,4,[4;32;128],8,8,{}
HAT[512;65],512,4,b,Cay,2,solv,8,1,loose,3,4,[8;64;128],4,8,{}
HAT[512;66],512,8,b,Cay,2,solv,8,1,loose,3,4,[8;64;128],8,8,{}
HAT[512;67],512,4,b,Cay,2,solv,8,1,loose,3,4,[8;64;128],4,16,{}
HAT[512;68],512,8,b,Cay,2,solv,8,1,loose,3,4,[8;64;128],8,16,{}
HAT[512;69],512,4,b,Cay,2,solv,4,1,loose,3,4,[4;32;128],4,32,{}
HAT[512;70],512,8,b,Cay,2,solv,4,1,loose,3,4,[4;32;128],8,32,{}
HAT[513;1],513,6,nb,Cay,2,solv,19,19,tight,1,27,[19],27,54,{2}
HAT[513;2],513,8,nb,Cay,2,solv,19,19,tight,1,27,[19],27,54,{2}
HAT[513;3],513,6,nb,Cay,2,solv,19,19,tight,1,27,[19],27,54,{2}
HAT[513;4],513,6,nb,Cay,2,solv,19,19,tight,1,27,[19],27,54,{2}
HAT[513;5],513,8,nb,Cay,2,solv,57,57,tight,1,9,[57],9,18,{2}
HAT[513;6],513,6,nb,Cay,2,solv,57,57,tight,1,9,[57],9,18,{2}
HAT[513;7],513,8,nb,Cay,2,solv,57,57,tight,1,9,[57],9,18,{2}
HAT[513;8],513,6,nb,Cay,2,solv,57,57,tight,1,9,[57],9,18,{2;4}
HAT[513;9],513,6,nb,Cay,2,solv,171,171,tight,1,3,[171],6,9,{2}
HAT[513;10],513,3,nb,Cay,2,solv,57,19,---,2,3,[57;171],3,6,{}
HAT[513;11],513,6,nb,Cay,2,solv,9,9,tight,1,57,[9],114,171,{1;2;4}
HAT[513;12],513,6,nb,Cay,2,solv,171,171,tight,1,3,[171],6,171,{1;2;4}
HAT[513;13],513,6,nb,Cay,2,solv,171,171,tight,1,3,[171],6,9,{2}
HAT[513;14],513,6,nb,Cay,2,solv,171,171,tight,1,3,[171],6,9,{2}
HAT[516;1],516,3,nb,Cay,2,solv,86,43,---,2,3,[86;172],3,6,{}
HAT[516;2],516,6,b,Cay,2,solv,43,43,tight,1,12,[43],12,12,{2}
HAT[516;3],516,6,b,Cay,2,solv,86,86,tight,1,6,[86],6,12,{2;4}
HAT[516;4],516,6,b,Cay,2,solv,86,86,tight,1,6,[86],6,12,{2;4}
HAT[520;1],520,8,b,Cay,2,solv,65,65,tight,1,8,[65],8,104,{2;4}
HAT[520;2],520,8,b,Cay,2,solv,65,65,tight,1,8,[65],8,40,{2;4}
HAT[520;3],520,4,b,Cay,2,solv,130,130,tight,1,4,[130],4,52,{2;4}
HAT[520;4],520,4,b,Cay,2,solv,130,130,tight,1,4,[130],4,20,{2;4}
HAT[520;5],520,8,b,Cay,2,solv,130,130,tight,1,4,[130],8,104,{2;4}
HAT[520;6],520,8,b,Cay,2,solv,130,130,tight,1,4,[130],8,40,{2;4}
HAT[525;1],525,3,nb,Cay,2,solv,35,7,---,2,3,[35;175],3,6,{}
HAT[525;2],525,6,nb,Cay,2,solv,7,7,tight,1,75,[7],75,150,{2}
HAT[525;3],525,8,nb,Cay,2,solv,35,35,tight,1,15,[35],15,30,{2;4}
HAT[525;4],525,6,nb,Cay,2,solv,175,175,tight,1,3,[175],6,75,{2;4}
HAT[540;1],540,4,b,Cay,2,solv,15,5,---,3,4,[15;45;135],4,12,{}
HAT[540;2],540,8,nb,Cay,2,solv,9,3,---,2,15,[9;36],45,60,{}
HAT[540;3],540,6,nb,Cay,2,solv,45,15,---,2,3,[45;180],12,45,{}
HAT[540;4],540,8,nb,Cay,2,solv,18,9,---,2,15,[18;36],30,45,{}
HAT[540;5],540,6,nb,Cay,2,solv,90,45,---,2,3,[90;180],6,45,{}
HAT[540;6],540,4,b,Cay,2,solv,15,5,---,2,4,[15;135],4,12,{}
HAT[540;7],540,6,b,Cay,2,solv,15,15,tight,1,36,[15],36,36,{2;4}
HAT[540;8],540,8,b,Cay,2,solv,45,45,tight,1,12,[45],12,36,{2;4}
HAT[540;9],540,8,b,Cay,2,solv,15,5,---,2,12,[15;45],12,12,{}
HAT[540;10],540,6,b,Cay,2,solv,9,9,tight,1,60,[9],60,180,{1;2;3;4}
HAT[540;11],540,8,b,Cay,2,solv,45,45,tight,1,12,[45],36,60,{2;3;4}
HAT[540;12],540,6,b,Cay,2,solv,45,45,tight,1,12,[45],12,36,{2;4}
HAT[540;13],540,8,b,Cay,2,solv,45,45,tight,1,12,[45],12,36,{2;4}
HAT[540;14],540,8,b,Cay,2,solv,45,45,tight,1,12,[45],12,180,{1;2;3;4}
HAT[540;15],540,4,b,Cay,2,solv,135,135,tight,1,4,[135],4,108,{2;4}
HAT[540;16],540,8,b,Cay,2,solv,45,15,---,2,4,[45;135],12,36,{4}
HAT[540;17],540,8,b,Cay,2,solv,18,18,tight,1,30,[18],30,180,{1;2;3;4}
HAT[540;18],540,8,b,Cay,2,solv,90,90,tight,1,6,[90],30,36,{2;3;4}
HAT[540;19],540,6,b,Cay,2,solv,90,90,tight,1,6,[90],6,180,{1;2;3;4}
HAT[540;20],540,8,b,Cay,2,solv,18,18,tight,1,30,[18],60,90,{1;2;3;4}
HAT[540;21],540,8,b,Cay,2,solv,90,90,tight,1,6,[90],12,90,{1;2;3;4}
HAT[540;22],540,8,b,Cay,2,solv,90,90,tight,1,6,[90],18,60,{2;3;4}
HAT[543;1],543,3,nb,Cay,2,solv,181,181,tight,1,3,[181],3,6,{2}
HAT[544;1],544,8,b,Cay,2,solv,17,17,tight,1,32,[17],32,32,{2}
HAT[544;2],544,8,b,Cay,2,solv,17,17,tight,1,32,[17],32,32,{2}
HAT[544;3],544,6,b,Cay,2,solv,17,17,tight,1,32,[17],32,32,{2}
HAT[544;4],544,8,b,Cay,2,solv,34,34,tight,1,16,[34],16,16,{2}
HAT[544;5],544,8,b,Cay,2,solv,34,34,tight,1,16,[34],16,16,{2}
HAT[544;6],544,8,b,Cay,2,solv,34,34,tight,1,16,[34],16,16,{2;4}
HAT[544;7],544,8,b,Cay,2,solv,34,34,tight,1,16,[34],32,32,{2;4}
HAT[544;8],544,8,b,Cay,2,solv,34,34,tight,1,16,[34],32,32,{2;4}
HAT[544;9],544,8,b,Cay,2,solv,34,34,tight,1,16,[34],32,32,{2;4}
HAT[544;10],544,8,b,Cay,2,solv,68,68,tight,1,8,[68],8,8,{2;4}
HAT[544;11],544,8,b,Cay,2,solv,68,68,tight,1,8,[68],8,8,{2}
HAT[544;12],544,8,b,Cay,2,solv,68,68,tight,1,8,[68],8,8,{2}
HAT[544;13],544,8,b,Cay,2,solv,68,68,tight,1,8,[68],16,16,{2;4}
HAT[544;14],544,8,b,Cay,2,solv,68,68,tight,1,8,[68],16,16,{2}
HAT[544;15],544,8,b,Cay,2,solv,68,68,tight,1,8,[68],16,16,{2}
HAT[544;16],544,8,b,Cay,2,solv,34,17,---,2,8,[34;68],8,8,{}
HAT[544;17],544,8,b,Cay,2,solv,34,17,---,2,8,[34;68],16,16,{}
HAT[544;18],544,4,b,Cay,2,solv,136,136,tight,1,4,[136],4,16,{2}
HAT[544;19],544,8,b,Cay,2,solv,136,136,tight,1,4,[136],8,16,{2}
HAT[544;20],544,4,b,Cay,2,solv,68,34,---,2,4,[68;136],4,8,{}
HAT[544;21],544,4,b,Cay,2,solv,136,136,tight,1,4,[136],4,16,{2}
HAT[544;22],544,8,b,Cay,2,solv,136,136,tight,1,4,[136],8,16,{2}
HAT[544;23],544,4,b,Cay,2,solv,34,17,---,3,4,[34;68;136],4,8,{}
HAT[546;1],546,6,b,Cay,2,solv,13,13,tight,1,42,[13],42,42,{2}
HAT[546;2],546,6,b,Cay,2,solv,7,7,tight,1,78,[7],78,78,{2}
HAT[546;3],546,6,b,Cay,2,solv,91,91,tight,1,6,[91],6,78,{2;4}
HAT[546;4],546,6,b,Cay,2,solv,91,91,tight,1,6,[91],6,6,{2}
HAT[546;5],546,6,b,Cay,2,solv,91,91,tight,1,6,[91],6,6,{2}
HAT[546;6],546,6,b,Cay,2,solv,91,91,tight,1,6,[91],6,6,{2}
HAT[546;7],546,6,b,Cay,2,solv,91,91,tight,1,6,[91],6,6,{2}
HAT[546;8],546,6,b,Cay,2,solv,91,91,tight,1,6,[91],6,42,{2;4}
HAT[546;9],546,6,b,Cay,2,solv,91,91,tight,1,6,[91],6,42,{2;4}
HAT[546;10],546,6,b,n-Cay,2,solv,13,13,tight,1,42,[13],84,84,{2}
HAT[548;1],548,8,b,n-Cay,2,solv,137,137,tight,1,4,[137],8,8,{2}
HAT[549;1],549,6,nb,Cay,2,solv,61,61,tight,1,9,[61],9,18,{2}
HAT[549;2],549,3,nb,Cay,2,solv,183,183,tight,1,3,[183],3,6,{2}
HAT[550;1],550,6,b,Cay,2,solv,11,11,tight,1,50,[11],50,50,{2}
HAT[550;2],550,6,b,Cay,2,solv,11,11,tight,1,50,[11],50,50,{2}
HAT[550;3],550,8,b,Cay,2,solv,55,55,tight,1,10,[55],10,10,{2}
HAT[550;4],550,8,b,Cay,2,solv,55,55,tight,1,10,[55],10,10,{2}
HAT[550;5],550,8,b,Cay,2,solv,55,55,tight,1,10,[55],10,10,{2}
HAT[550;6],550,8,b,Cay,2,solv,55,55,tight,1,10,[55],10,10,{2}
HAT[555;1],555,6,nb,Cay,2,solv,37,37,tight,1,15,[37],15,30,{2}
HAT[555;2],555,6,nb,Cay,2,solv,185,185,tight,1,3,[185],6,15,{2;4}
HAT[558;1],558,6,b,Cay,2,solv,31,31,tight,1,18,[31],18,18,{2}
HAT[558;2],558,6,b,Cay,2,solv,93,93,tight,1,6,[93],6,6,{2}
HAT[558;3],558,6,b,Cay,2,solv,93,93,tight,1,6,[93],6,6,{2}
HAT[560;1],560,8,b,Cay,2,solv,10,5,---,3,14,[10;20;40],14,70,{}
HAT[560;2],560,8,b,n-Cay,2,solv,10,5,---,3,14,[10;20;40],28,28,{}
HAT[560;3],560,8,b,Cay,2,solv,35,35,tight,1,16,[35],16,112,{2;4}
HAT[560;4],560,8,b,Cay,2,solv,70,70,tight,1,8,[70],8,56,{2;4}
HAT[560;5],560,8,b,Cay,2,solv,70,70,tight,1,8,[70],16,112,{2;4}
HAT[560;6],560,8,b,Cay,2,solv,20,20,tight,1,28,[20],28,56,{2}
HAT[560;7],560,8,b,Cay,2,solv,140,140,tight,1,4,[140],8,28,{2;4}
HAT[560;8],560,4,b,Cay,2,solv,140,140,tight,1,4,[140],4,56,{2;4}
HAT[560;9],560,8,b,Cay,2,solv,20,20,tight,1,28,[20],28,56,{2}
HAT[560;10],560,4,b,Cay,2,solv,140,140,tight,1,4,[140],4,56,{2;4}
HAT[560;11],560,8,b,Cay,2,solv,140,140,tight,1,4,[140],8,28,{2;4}
HAT[560;12],560,4,b,Cay,2,solv,70,35,---,2,4,[70;140],4,28,{}
HAT[560;13],560,8,b,Cay,2,solv,70,35,---,2,4,[70;140],8,56,{}
HAT[567;1],567,6,nb,Cay,2,solv,7,7,tight,1,81,[7],81,162,{2}
HAT[567;2],567,6,nb,Cay,2,solv,21,21,tight,1,27,[21],27,54,{2;4}
HAT[567;3],567,8,nb,Cay,2,solv,63,63,tight,1,9,[63],9,18,{2;4}
HAT[567;4],567,6,nb,Cay,2,solv,21,7,---,2,9,[21;63],9,18,{}
HAT[567;5],567,6,nb,Cay,2,solv,9,9,tight,1,63,[9],63,126,{2;4}
HAT[567;6],567,8,nb,Cay,2,solv,63,63,tight,1,9,[63],18,63,{2;4}
