name,|V|,gir,bip,CayTy,|G_v|,solv,rad,AtNo,AtTy,AltExp,AltPer,AltSeq,CCa,CCb,MetaCircTy
HAT[720;18],720,4,b,Cay,2,solv,20,10,---,3,4,[20;60;180],4,24,{}
HAT[720;19],720,4,b,Cay,2,solv,10,5,---,3,4,[10;60;180],4,12,{}
HAT[720;20],720,8,b,Cay,2,solv,10,5,---,3,4,[10;60;180],8,24,{}
HAT[720;21],720,8,b,Cay,2,solv,15,5,---,2,12,[15;60],12,12,{}
HAT[720;22],720,8,b,Cay,2,solv,30,15,---,2,12,[30;60],12,12,{}
HAT[720;23],720,4,b,Cay,2,solv,45,15,---,2,4,[45;180],4,36,{}
HAT[720;24],720,8,b,Cay,2,solv,15,5,---,2,4,[15;180],12,12,{}
HAT[720;25],720,6,b,Cay,2,solv,15,15,tight,1,48,[15],48,48,{2;4}
HAT[720;26],720,8,b,Cay,2,solv,45,45,tight,1,16,[45],16,144,{2;4}
HAT[720;27],720,8,b,Cay,2,solv,30,30,tight,1,24,[30],24,24,{2;4}
HAT[720;28],720,8,b,Cay,2,solv,90,90,tight,1,8,[90],8,72,{2;4}
HAT[720;29],720,8,b,Cay,2,solv,30,30,tight,1,24,[30],48,48,{2;4}
HAT[720;30],720,8,b,Cay,2,solv,90,90,tight,1,8,[90],16,144,{2;4}
HAT[720;31],720,8,b,Cay,2,solv,20,20,tight,1,36,[20],36,72,{2}
HAT[720;32],720,8,b,Cay,2,solv,60,60,tight,1,12,[60],12,24,{2;4}
HAT[720;33],720,8,b,Cay,2,solv,60,60,tight,1,12,[60],12,24,{2;4}
HAT[720;34],720,4,b,Cay,2,solv,180,180,tight,1,4,[180],4,72,{2;4}
HAT[720;35],720,8,b,Cay,2,solv,60,20,---,2,4,[60;180],12,24,{4}
HAT[720;36],720,8,b,Cay,2,solv,180,180,tight,1,4,[180],8,36,{2;4}
HAT[720;37],720,8,b,Cay,2,solv,20,20,tight,1,36,[20],36,72,{2}
HAT[720;38],720,8,b,Cay,2,solv,60,60,tight,1,12,[60],12,24,{2;4}
HAT[720;39],720,8,b,Cay,2,solv,60,60,tight,1,12,[60],12,24,{2;4}
HAT[720;40],720,8,b,Cay,2,solv,60,20,---,2,4,[60;180],12,24,{4}
HAT[720;41],720,8,b,Cay,2,solv,180,180,tight,1,4,[180],8,36,{2;4}
HAT[720;42],720,4,b,Cay,2,solv,180,180,tight,1,4,[180],4,72,{2;4}
HAT[720;43],720,8,b,Cay,2,solv,30,15,---,2,12,[30;60],12,12,{}
HAT[720;44],720,4,b,Cay,2,solv,90,45,---,2,4,[90;180],4,36,{}
HAT[720;45],720,8,b,Cay,2,solv,30,15,---,2,12,[30;60],24,24,{}
HAT[720;46],720,8,b,Cay,2,solv,90,45,---,2,4,[90;180],8,72,{}
HAT[720;47],720,4,b,Cay,2,n-solv,5,1,loose,2,2,[5;360],4,6,{}
HAT[720;48],720,6,b,Cay,2,n-solv,5,1,loose,2,2,[5;360],6,8,{}
HAT[723;1],723,3,nb,Cay,2,solv,241,241,tight,1,3,[241],3,6,{2}
HAT[728;1],728,8,nb,Cay,2,solv,26,13,---,3,7,[26;52;104],14,91,{}
HAT[728;2],728,8,b,Cay,2,solv,91,91,tight,1,8,[91],8,56,{2;4}
HAT[728;3],728,4,b,Cay,2,solv,182,182,tight,1,4,[182],4,28,{2;4}
HAT[728;4],728,8,b,Cay,2,solv,182,182,tight,1,4,[182],8,56,{2;4}
HAT[729;1],729,6,nb,Cay,2,solv,9,9,tight,1,81,[9],81,162,{2;4}
HAT[729;2],729,8,nb,Cay,2,solv,27,27,tight,1,27,[27],27,54,{2;4}
HAT[729;3],729,8,nb,Cay,2,solv,27,27,tight,1,27,[27],27,54,{2;4}
HAT[729;4],729,8,nb,Cay,2,solv,27,27,tight,1,27,[27],27,54,{2;4}
HAT[729;5],729,6,nb,Cay,2,solv,27,27,tight,1,27,[27],27,54,{2;4}
HAT[729;6],729,8,nb,Cay,2,solv,81,81,tight,1,9,[81],18,81,{1;2;4}
HAT[729;7],729,8,nb,Cay,2,solv,27,9,---,2,9,[27;81],18,27,{}
HAT[729;8],729,8,nb,Cay,2,solv,9,1,loose,2,9,[9;81],9,18,{}
HAT[729;9],729,8,nb,Cay,2,solv,27,9,---,2,9,[27;81],18,27,{}
HAT[729;10],729,8,nb,Cay,2,solv,27,9,---,2,9,[27;81],18,27,{}
HAT[729;11],729,8,nb,Cay,2,solv,81,81,tight,1,9,[81],18,81,{1;2;4}
HAT[729;12],729,8,nb,Cay,2,solv,81,81,tight,1,9,[81],18,81,{1;2;4}
HAT[729;13],729,8,nb,Cay,2,solv,81,81,tight,1,9,[81],18,81,{1;2;4}
HAT[729;14],729,8,nb,Cay,2,solv,9,3,---,2,9,[9;81],9,18,{}
HAT[729;15],729,6,nb,Cay,2,solv,3,1,loose,2,9,[3;81],9,18,{}
HAT[729;16],729,6,nb,Cay,2,solv,9,3,---,2,9,[9;81],9,18,{}
HAT[729;17],729,8,nb,Cay,2,solv,9,3,---,2,9,[9;81],9,18,{}
HAT[729;18],729,8,nb,Cay,2,solv,9,3,---,3,9,[9;27;81],9,18,{}
HAT[729;19],729,8,nb,Cay,2,solv,9,1,loose,2,9,[9;81],9,18,{}
HAT[729;20],729,8,nb,Cay,2,solv,9,1,loose,2,9,[9;81],9,18,{}
HAT[729;21],729,6,nb,Cay,2,solv,243,243,tight,1,3,[243],6,243,{1;2;4}
HAT[729;22],729,6,nb,Cay,2,solv,27,9,---,2,3,[27;243],6,27,{}
HAT[729;23],729,6,nb,Cay,2,solv,9,1,loose,2,3,[9;243],6,9,{}
HAT[729;24],729,6,nb,Cay,2,solv,27,9,---,2,3,[27;243],6,27,{}
HAT[729;25],729,6,nb,Cay,2,solv,27,9,---,2,3,[27;243],6,27,{}
HAT[729;26],729,8,nb,Cay,2,solv,27,9,---,2,3,[27;243],18,27,{}
HAT[729;27],729,8,nb,Cay,2,solv,9,1,loose,2,3,[9;243],9,18,{}
HAT[729;28],729,8,nb,Cay,2,solv,27,9,---,2,3,[27;243],18,27,{}
HAT[729;29],729,8,nb,Cay,2,solv,27,9,---,2,3,[27;243],18,27,{}
HAT[729;30],729,6,nb,Cay,2,solv,27,9,---,2,3,[27;243],18,27,{}
HAT[729;31],729,6,nb,Cay,2,solv,9,3,---,2,3,[9;243],9,18,{}
HAT[729;32],729,6,nb,Cay,2,solv,27,9,---,2,3,[27;243],18,27,{}
HAT[729;33],729,6,nb,Cay,2,solv,27,9,---,2,3,[27;243],18,27,{}
HAT[729;34],729,6,nb,Cay,2,solv,27,9,---,3,3,[27;81;243],6,27,{}
HAT[729;35],729,6,nb,Cay,2,solv,3,1,loose,3,3,[3;27;243],9,18,{}
HAT[729;36],729,6,nb,Cay,2,solv,9,3,---,3,3,[9;81;243],6,9,{}
HAT[729;37],729,6,nb,Cay,2,solv,9,1,loose,2,3,[9;243],6,9,{}
HAT[729;38],729,6,nb,Cay,2,solv,9,1,loose,2,3,[9;243],6,9,{}
HAT[729;39],729,9,nb,Cay,2,solv,9,3,---,3,3,[9;81;243],9,18,{}
HAT[729;40],729,8,nb,Cay,2,solv,9,1,loose,2,3,[9;243],9,18,{}
HAT[729;41],729,9,nb,Cay,2,solv,9,1,loose,2,3,[9;243],9,18,{}
HAT[729;42],729,6,nb,Cay,2,solv,9,3,---,3,3,[9;81;243],9,18,{}
HAT[729;43],729,6,nb,Cay,2,solv,9,3,---,2,3,[9;243],9,18,{}
HAT[729;44],729,6,nb,Cay,2,solv,9,3,---,2,3,[9;243],9,18,{}
HAT[729;45],729,6,nb,Cay,2,solv,9,1,loose,2,3,[9;243],9,18,{}
HAT[729;46],729,6,nb,Cay,2,solv,9,1,loose,2,3,[9;243],9,18,{}
HAT[729;47],729,6,nb,Cay,2,solv,9,1,loose,2,3,[9;243],9,18,{}
HAT[732;1],732,3,nb,Cay,2,solv,122,61,---,2,3,[122;244],3,6,{}
HAT[732;2],732,8,b,Cay,2,solv,61,61,tight,1,12,[61],12,12,{2}
HAT[732;3],732,6,b,Cay,2,solv,61,61,tight,1,12,[61],12,12,{2}
HAT[732;4],732,4,b,Cay,2,solv,183,183,tight,1,4,[183],4,12,{2;4}
HAT[732;5],732,6,b,Cay,2,solv,122,122,tight,1,6,[122],6,12,{2;4}
HAT[732;6],732,6,b,Cay,2,solv,122,122,tight,1,6,[122],6,12,{2;4}
HAT[735;1],735,6,nb,Cay,2,solv,7,7,tight,1,105,[7],105,210,{2}
HAT[735;2],735,8,nb,Cay,2,solv,7,1,loose,2,15,[7;49],30,105,{4}
HAT[735;3],735,6,nb,Cay,2,solv,49,49,tight,1,15,[49],15,30,{2}
HAT[735;4],735,8,nb,Cay,2,solv,35,35,tight,1,21,[35],42,105,{2;4}
HAT[735;5],735,6,nb,Cay,2,solv,35,5,---,2,3,[35;245],6,105,{4}
HAT[735;6],735,6,nb,Cay,2,solv,245,245,tight,1,3,[245],6,15,{2;4}
HAT[737;1],737,8,nb,Cay,2,solv,67,67,tight,1,11,[67],11,22,{2}
HAT[737;2],737,8,nb,Cay,2,solv,67,67,tight,1,11,[67],11,22,{2}
HAT[737;3],737,8,nb,Cay,2,solv,67,67,tight,1,11,[67],11,22,{2}
HAT[737;4],737,8,nb,Cay,2,solv,67,67,tight,1,11,[67],11,22,{2}
HAT[737;5],737,8,nb,Cay,2,solv,67,67,tight,1,11,[67],11,22,{2}
HAT[740;1],740,4,b,Cay,2,solv,185,185,tight,1,4,[185],4,148,{2;4}
HAT[740;2],740,4,b,Cay,2,solv,185,185,tight,1,4,[185],4,20,{2;4}
HAT[741;1],741,6,nb,Cay,2,solv,19,19,tight,1,39,[19],39,78,{2}
HAT[741;2],741,6,nb,Cay,2,solv,13,13,tight,1,57,[13],57,114,{2}
HAT[741;3],741,6,nb,Cay,2,solv,247,247,tight,1,3,[247],6,57,{2;4}
HAT[741;4],741,3,nb,Cay,2,solv,247,247,tight,1,3,[247],3,6,{2}
HAT[741;5],741,3,nb,Cay,2,solv,247,247,tight,1,3,[247],3,6,{2}
HAT[741;6],741,6,nb,Cay,2,solv,247,247,tight,1,3,[247],6,39,{2;4}
HAT[744;1],744,6,b,Cay,2,solv,62,31,---,2,6,[62;124],6,6,{}
HAT[744;2],744,6,b,Cay,2,solv,31,31,tight,1,24,[31],24,24,{2}
HAT[744;3],744,8,b,Cay,2,solv,62,62,tight,1,12,[62],12,12,{2;4}
HAT[744;4],744,8,b,Cay,2,solv,62,62,tight,1,12,[62],24,24,{2;4}
HAT[744;5],744,6,b,Cay,2,solv,124,124,tight,1,6,[124],6,24,{2;4}
HAT[744;6],744,6,b,Cay,2,solv,124,124,tight,1,6,[124],6,24,{2;4}
HAT[744;7],744,8,b,Cay,2,solv,124,124,tight,1,6,[124],12,24,{2;4}
HAT[744;8],744,8,b,Cay,2,solv,124,124,tight,1,6,[124],12,24,{2;4}
HAT[744;9],744,3,nb,Cay,2,solv,124,62,---,2,3,[124;248],3,12,{}
HAT[744;10],744,6,nb,Cay,2,solv,124,62,---,2,3,[124;248],6,12,{}
HAT[748;1],748,4,b,Cay,2,solv,187,187,tight,1,4,[187],4,44,{2;4}
HAT[748;2],748,6,b,n-Cay,2,solv,17,17,tight,1,44,[17],88,88,{2}
HAT[750;1],750,8,b,Cay,2,solv,25,25,tight,1,30,[25],30,150,{1;2;3;4}
HAT[750;2],750,8,b,Cay,2,solv,25,25,tight,1,30,[25],30,150,{1;2;3;4}
HAT[750;3],750,8,b,Cay,2,solv,75,75,tight,1,10,[75],30,50,{2;3;4}
HAT[750;4],750,8,b,Cay,2,solv,75,75,tight,1,10,[75],30,50,{2;3;4}
HAT[750;5],750,8,b,Cay,2,solv,75,75,tight,1,10,[75],10,150,{1;2;3;4}
HAT[750;6],750,8,b,Cay,2,solv,75,75,tight,1,10,[75],10,150,{1;2;3;4}
HAT[750;7],750,8,b,n-Cay,2,solv,25,25,tight,1,30,[25],60,60,{2}
HAT[750;8],750,6,b,n-Cay,2,solv,25,25,tight,1,30,[25],60,60,{2}
HAT[755;1],755,5,nb,Cay,2,solv,151,151,tight,1,5,[151],5,10,{2}
HAT[755;2],755,5,nb,Cay,2,solv,151,151,tight,1,5,[151],5,10,{2}
HAT[756;1],756,8,b,Cay,2,solv,21,7,---,2,12,[21;63],12,12,{}
HAT[756;2],756,6,b,Cay,2,solv,14,7,---,3,6,[14;42;126],6,12,{}
HAT[756;3],756,6,b,Cay,2,solv,14,7,---,3,6,[14;42;126],6,12,{}
HAT[756;4],756,6,nb,Cay,2,solv,14,7,---,2,27,[14;28],27,54,{}
HAT[756;5],756,6,nb,Cay,2,solv,42,21,---,2,9,[42;84],9,18,{}
HAT[756;6],756,6,nb,Cay,2,solv,21,7,---,2,9,[21;84],9,36,{}
HAT[756;7],756,6,nb,Cay,2,solv,63,21,---,2,3,[63;252],9,12,{}
HAT[756;8],756,6,nb,Cay,2,solv,126,63,---,2,3,[126;252],6,9,{}
HAT[756;9],756,3,nb,Cay,2,solv,21,7,---,2,3,[21;252],3,12,{}
HAT[756;10],756,3,nb,Cay,2,solv,42,7,---,2,3,[42;252],3,6,{}
HAT[756;11],756,8,nb,Cay,2,solv,9,3,---,2,21,[9;36],63,84,{}
HAT[756;12],756,6,nb,Cay,2,solv,63,21,---,2,3,[63;252],12,63,{}
HAT[756;13],756,6,nb,Cay,2,solv,63,21,---,2,3,[63;252],9,12,{}
HAT[756;14],756,6,nb,Cay,2,solv,63,21,---,2,3,[63;252],9,12,{}
HAT[756;15],756,8,nb,Cay,2,solv,18,9,---,2,21,[18;36],42,63,{}
HAT[756;16],756,6,nb,Cay,2,solv,126,63,---,2,3,[126;252],6,63,{}
HAT[756;17],756,6,nb,Cay,2,solv,126,63,---,2,3,[126;252],6,9,{}
HAT[756;18],756,6,nb,Cay,2,solv,126,63,---,2,3,[126;252],6,9,{}
HAT[756;19],756,6,b,Cay,2,solv,7,7,tight,1,108,[7],108,108,{2}
HAT[756;20],756,6,b,Cay,2,solv,21,21,tight,1,36,[21],36,36,{2;4}
HAT[756;21],756,6,b,Cay,2,solv,21,21,tight,1,36,[21],36,36,{2;4}
HAT[756;22],756,8,b,Cay,2,solv,63,63,tight,1,12,[63],12,36,{2}
HAT[756;23],756,8,b,Cay,2,solv,63,63,tight,1,12,[63],12,36,{2}
HAT[756;24],756,8,b,Cay,2,solv,21,7,---,2,12,[21;63],12,12,{}
HAT[756;25],756,6,b,Cay,2,solv,21,7,---,2,12,[21;63],12,12,{}
HAT[756;26],756,6,b,Cay,2,solv,9,9,tight,1,84,[9],84,252,{1;2;3;4}
HAT[756;27],756,8,b,Cay,2,solv,63,63,tight,1,12,[63],36,84,{2;3;4}
HAT[756;28],756,8,b,Cay,2,solv,63,63,tight,1,12,[63],12,36,{2}
HAT[756;29],756,8,b,Cay,2,solv,63,63,tight,1,12,[63],12,252,{1;2;3;4}
HAT[756;30],756,8,b,Cay,2,solv,63,63,tight,1,12,[63],12,36,{2}
HAT[756;31],756,8,b,Cay,2,solv,63,63,tight,1,12,[63],12,36,{2}
HAT[756;32],756,6,b,Cay,2,solv,63,63,tight,1,12,[63],12,36,{2}
HAT[756;33],756,8,b,Cay,2,solv,21,7,---,2,12,[21;63],12,12,{}
HAT[756;34],756,8,b,Cay,2,solv,14,14,tight,1,54,[14],54,108,{2;4}
HAT[756;35],756,8,b,Cay,2,solv,14,14,tight,1,54,[14],54,108,{2;4}
HAT[756;36],756,8,b,Cay,2,solv,42,42,tight,1,18,[42],18,36,{2;4}
HAT[756;37],756,8,b,Cay,2,solv,42,42,tight,1,18,[42],18,36,{2;4}
HAT[756;38],756,8,b,Cay,2,solv,42,42,tight,1,18,[42],18,36,{2;4}
HAT[756;39],756,8,b,Cay,2,solv,42,42,tight,1,18,[42],18,36,{2;4}
HAT[756;40],756,6,b,Cay,2,solv,126,126,tight,1,6,[126],6,36,{2;4}
HAT[756;41],756,6,b,Cay,2,solv,42,14,---,2,6,[42;126],6,12,{}
HAT[756;42],756,6,b,Cay,2,solv,42,14,---,2,6,[42;126],6,12,{}
HAT[756;43],756,8,b,Cay,2,solv,18,18,tight,1,42,[18],42,252,{1;2;3;4}
HAT[756;44],756,6,b,Cay,2,solv,126,126,tight,1,6,[126],6,252,{1;2;3;4}
HAT[756;45],756,8,b,Cay,2,solv,126,126,tight,1,6,[126],36,42,{2;3;4}
HAT[756;46],756,6,b,Cay,2,solv,126,126,tight,1,6,[126],6,36,{2;4}
HAT[756;47],756,6,b,Cay,2,solv,126,126,tight,1,6,[126],6,36,{2;4}
HAT[756;48],756,6,b,Cay,2,solv,126,126,tight,1,6,[126],6,36,{2;4}
HAT[756;49],756,6,b,Cay,2,solv,126,126,tight,1,6,[126],6,36,{2;4}
HAT[756;50],756,6,b,Cay,2,solv,42,14,---,2,6,[42;126],6,12,{}
HAT[756;51],756,6,b,Cay,2,solv,42,14,---,2,6,[42;126],6,12,{}
HAT[756;52],756,8,b,Cay,2,solv,126,126,tight,1,6,[126],12,18,{2;4}
HAT[756;53],756,8,b,Cay,2,solv,126,126,tight,1,6,[126],12,18,{2;4}
HAT[756;54],756,6,b,Cay,2,solv,42,14,---,2,6,[42;126],6,12,{}
HAT[756;55],756,6,b,Cay,2,solv,42,14,---,2,6,[42;126],6,12,{}
HAT[756;56],756,8,b,Cay,2,solv,18,18,tight,1,42,[18],84,126,{1;2;3;4}
HAT[756;57],756,8,b,Cay,2,solv,126,126,tight,1,6,[126],18,84,{2;3;4}
HAT[756;58],756,8,b,Cay,2,solv,126,126,tight,1,6,[126],12,126,{1;2;3;4}
HAT[756;59],756,8,b,Cay,2,solv,126,126,tight,1,6,[126],12,18,{2;4}
HAT[756;60],756,8,b,Cay,2,solv,126,126,tight,1,6,[126],12,18,{2;4}
HAT[756;61],756,8,b,Cay,2,solv,126,126,tight,1,6,[126],12,18,{2;4}
HAT[756;62],756,8,b,Cay,2,solv,126,126,tight,1,6,[126],12,18,{2;4}
HAT[756;63],756,9,nb,n-Cay,2,n-solv,7,1,loose,2,3,[7;252],9,9,{}
HAT[756;64],756,6,nb,n-Cay,2,n-solv,3,1,loose,2,3,[3;252],6,9,{}
HAT[756;65],756,6,nb,n-Cay,2,n-solv,9,1,loose,2,3,[9;252],6,6,{}
HAT[756;66],756,3,nb,n-Cay,2,n-solv,9,1,loose,2,3,[9;252],3,9,{}
HAT[756;67],756,6,nb,n-Cay,2,n-solv,7,1,loose,2,3,[7;252],6,6,{}
HAT[756;68],756,6,nb,n-Cay,2,n-solv,9,1,loose,2,3,[9;252],6,9,{}
HAT[756;69],756,6,nb,n-Cay,2,n-solv,7,1,loose,2,3,[7;252],6,9,{}
HAT[759;1],759,6,nb,Cay,2,solv,23,23,tight,1,33,[23],33,66,{2}
HAT[759;2],759,8,nb,Cay,2,solv,23,23,tight,1,33,[23],33,66,{2}
HAT[759;3],759,8,nb,Cay,2,solv,23,23,tight,1,33,[23],33,66,{2}
HAT[759;4],759,8,nb,Cay,2,solv,23,23,tight,1,33,[23],33,66,{2}
HAT[759;5],759,8,nb,Cay,2,solv,23,23,tight,1,33,[23],33,66,{2}
HAT[759;6],759,8,nb,Cay,2,solv,69,69,tight,1,11,[69],22,33,{2;4}
HAT[759;7],759,8,nb,Cay,2,solv,69,69,tight,1,11,[69],22,33,{2;4}
HAT[759;8],759,8,nb,Cay,2,solv,69,69,tight,1,11,[69],22,33,{2;4}
HAT[759;9],759,8,nb,Cay,2,solv,69,69,tight,1,11,[69],22,33,{2;4}
HAT[759;10],759,8,nb,Cay,2,solv,69,69,tight,1,11,[69],22,33,{2;4}
HAT[760;1],760,8,b,Cay,2,solv,95,95,tight,1,8,[95],8,152,{2;4}
HAT[760;2],760,4,b,Cay,2,solv,190,190,tight,1,4,[190],4,76,{2;4}
HAT[760;3],760,8,b,Cay,2,solv,190,190,tight,1,4,[190],8,152,{2;4}
HAT[762;1],762,6,b,Cay,2,solv,127,127,tight,1,6,[127],6,6,{2}
HAT[768;1],768,8,b,Cay,4,solv,4,1,loose,4,12,[4;16;32;64],12,12,{}
HAT[768;2],768,8,b,Cay,4,solv,4,1,loose,4,12,[4;16;32;64],12,12,{}
HAT[768;3],768,8,b,Cay,2,solv,8,1,loose,2,12,[8;64],12,12,{}
HAT[768;4],768,8,b,Cay,2,solv,8,1,loose,2,12,[8;64],12,12,{}
HAT[768;5],768,6,b,Cay,2,solv,4,1,loose,5,6,[4;16;32;64;128],6,12,{}
HAT[768;6],768,6,b,Cay,2,solv,4,1,loose,5,6,[4;16;32;64;128],6,12,{}
HAT[768;7],768,6,b,Cay,2,solv,4,1,loose,5,6,[4;16;32;64;128],6,12,{}
HAT[768;8],768,6,b,Cay,2,solv,4,1,loose,5,6,[4;16;32;64;128],6,12,{}
HAT[768;9],768,6,b,Cay,2,solv,4,1,loose,5,6,[4;16;32;64;128],6,12,{}
HAT[768;10],768,4,b,Cay,2,solv,2,1,loose,5,6,[2;8;32;64;128],6,12,{}
HAT[768;11],768,6,b,Cay,2,solv,4,1,loose,5,6,[4;16;32;64;128],6,12,{}
HAT[768;12],768,6,b,Cay,2,solv,8,1,loose,3,6,[8;64;128],6,12,{}
HAT[768;13],768,6,b,Cay,2,solv,8,1,loose,3,6,[8;64;128],6,12,{}
HAT[768;14],768,6,b,Cay,2,solv,6,1,loose,2,2,[6;384],6,8,{}
HAT[768;15],768,6,b,Cay,2,solv,6,1,loose,2,2,[6;384],6,16,{}
HAT[768;16],768,6,b,Cay,2,solv,6,1,loose,2,2,[6;384],6,8,{}
HAT[768;17],768,6,b,Cay,2,solv,6,1,loose,2,2,[6;384],6,16,{}
HAT[768;18],768,8,b,Cay,2,solv,6,1,loose,2,8,[6;96],8,24,{}
HAT[768;19],768,8,b,Cay,2,solv,6,1,loose,2,8,[6;96],8,24,{}
HAT[768;20],768,8,b,Cay,8,solv,4,1,loose,3,12,[4;16;64],12,24,{}
HAT[768;21],768,8,b,Cay,2,solv,12,2,antipodal,2,4,[12;192],8,24,{}
HAT[768;22],768,4,b,Cay,2,solv,12,2,antipodal,2,4,[12;192],4,24,{}
HAT[768;23],768,8,b,Cay,2,solv,12,2,antipodal,2,4,[12;192],8,12,{}
HAT[768;24],768,8,b,Cay,2,solv,12,2,antipodal,2,4,[12;192],8,12,{}
HAT[768;25],768,8,b,Cay,8,solv,4,1,loose,3,12,[4;16;64],12,24,{}
HAT[768;26],768,8,b,Cay,2,solv,12,2,antipodal,2,4,[12;192],8,12,{}
HAT[768;27],768,8,b,Cay,2,solv,12,2,antipodal,2,4,[12;192],8,12,{}
HAT[768;28],768,8,b,Cay,2,solv,12,2,antipodal,2,4,[12;192],8,24,{}
HAT[768;29],768,4,b,Cay,2,solv,12,2,antipodal,2,4,[12;192],4,24,{}
HAT[768;30],768,8,b,Cay,2,solv,6,1,loose,2,4,[6;192],8,24,{}
HAT[768;31],768,8,b,Cay,2,solv,6,1,loose,2,4,[6;192],8,24,{}
HAT[768;32],768,6,b,Cay,2,solv,8,2,antipodal,3,6,[8;32;128],6,48,{}
HAT[768;33],768,6,b,Cay,2,solv,24,4,---,2,2,[24;384],6,16,{}
HAT[768;34],768,6,b,Cay,2,solv,24,4,---,2,2,[24;384],6,16,{}
HAT[768;35],768,8,b,Cay,2,solv,8,2,antipodal,3,6,[8;32;128],12,48,{}
HAT[768;36],768,8,b,Cay,2,solv,24,4,---,2,2,[24;384],12,16,{}
HAT[768;37],768,8,b,Cay,2,solv,24,4,---,2,2,[24;384],12,16,{}
HAT[768;38],768,6,b,Cay,2,solv,8,1,loose,2,6,[8;128],6,12,{}
HAT[768;39],768,6,b,Cay,2,solv,8,1,loose,2,6,[8;128],6,12,{}
HAT[768;40],768,6,b,Cay,2,solv,8,1,loose,2,6,[8;128],6,12,{}
HAT[768;41],768,6,b,Cay,2,solv,8,1,loose,2,6,[8;128],6,12,{}
HAT[768;42],768,6,b,Cay,2,solv,8,1,loose,2,6,[8;128],6,12,{}
HAT[768;43],768,6,b,Cay,2,solv,8,1,loose,2,6,[8;128],6,12,{}
HAT[768;44],768,6,b,Cay,2,solv,4,1,loose,2,6,[4;128],6,12,{}
HAT[768;45],768,6,b,Cay,2,solv,4,1,loose,4,6,[4;16;64;128],6,12,{}
HAT[768;46],768,6,b,Cay,2,solv,8,1,loose,2,6,[8;128],6,12,{}
HAT[768;47],768,6,b,Cay,2,solv,8,1,loose,2,6,[8;128],6,6,{}
HAT[768;48],768,6,b,Cay,4,solv,4,1,loose,4,6,[4;16;64;128],6,24,{}
HAT[768;49],768,6,b,Cay,2,solv,8,1,loose,2,6,[8;128],6,6,{}
HAT[768;50],768,8,b,Cay,4,solv,4,1,loose,4,6,[4;16;64;128],12,24,{}
HAT[768;51],768,10,b,Cay,2,solv,8,1,loose,2,6,[8;128],12,12,{}
HAT[768;52],768,8,b,Cay,2,solv,4,1,loose,2,6,[4;128],12,12,{}
HAT[768;53],768,8,b,Cay,2,solv,6,1,loose,2,2,[6;384],8,12,{}
HAT[768;54],768,8,b,Cay,2,solv,6,1,loose,2,2,[6;384],12,16,{}
HAT[768;55],768,6,b,Cay,2,solv,3,1,loose,2,2,[3;384],6,8,{}
HAT[768;56],768,6,b,Cay,2,solv,3,1,loose,2,2,[3;384],6,16,{}
HAT[768;57],768,8,b,Cay,2,solv,12,1,loose,2,4,[12;192],16,48,{}
HAT[768;58],768,6,b,Cay,4,solv,4,1,loose,4,6,[4;32;64;128],6,12,{}
HAT[768;59],768,8,b,Cay,4,solv,4,1,loose,4,6,[4;32;64;128],12,12,{}
HAT[768;60],768,6,b,Cay,2,solv,4,1,loose,4,6,[4;32;64;128],6,12,{}
HAT[768;61],768,6,b,Cay,2,solv,4,1,loose,4,6,[4;32;64;128],6,12,{}
HAT[768;62],768,6,b,Cay,4,solv,4,1,loose,4,6,[4;32;64;128],6,24,{}
HAT[768;63],768,8,b,Cay,4,solv,4,1,loose,4,6,[4;32;64;128],12,24,{}
HAT[768;64],768,8,b,Cay,2,solv,4,1,loose,3,12,[4;32;64],12,24,{}
HAT[768;65],768,8,b,Cay,2,solv,4,1,loose,3,12,[4;32;64],12,24,{}
HAT[768;66],768,8,b,Cay,2,solv,6,1,loose,2,4,[6;192],8,12,{}
HAT[768;67],768,8,b,Cay,2,solv,6,1,loose,2,4,[6;192],8,12,{}
HAT[768;68],768,8,b,Cay,2,solv,6,1,loose,2,4,[6;192],8,24,{}
HAT[768;69],768,4,b,Cay,2,solv,6,1,loose,2,4,[6;192],4,24,{}
HAT[768;70],768,8,b,Cay,2,solv,12,2,antipodal,2,4,[12;192],8,12,{}
HAT[768;71],768,4,b,Cay,2,solv,12,2,antipodal,2,4,[12;192],4,12,{}
HAT[768;72],768,8,b,Cay,2,solv,12,2,antipodal,2,4,[12;192],8,24,{}
HAT[768;73],768,8,b,Cay,2,solv,12,2,antipodal,2,4,[12;192],8,24,{}
HAT[768;74],768,8,b,Cay,2,solv,6,1,loose,2,4,[6;192],8,12,{}
HAT[768;75],768,8,b,Cay,2,solv,6,1,loose,2,4,[6;192],8,12,{}
HAT[768;76],768,8,b,Cay,2,solv,6,1,loose,2,4,[6;192],8,24,{}
HAT[768;77],768,4,b,Cay,2,solv,6,1,loose,2,4,[6;192],4,24,{}
HAT[768;78],768,8,b,Cay,2,solv,12,2,antipodal,2,4,[12;192],8,12,{}
HAT[768;79],768,4,b,Cay,2,solv,12,2,antipodal,2,4,[12;192],4,12,{}
HAT[768;80],768,8,b,Cay,2,solv,12,2,antipodal,2,4,[12;192],8,24,{}
HAT[768;81],768,8,b,Cay,2,solv,12,2,antipodal,2,4,[12;192],8,24,{}
HAT[768;82],768,6,b,Cay,2,solv,4,1,loose,3,6,[4;32;128],6,24,{}
